DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Quetzaltenango,Quetzaltenango,Abril,2019.0,4.0,Enero,Guatemala,Guatemala,60.0,56.0,Otro,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Ignorado,Profesionales de las ciencias y de la ingeniería,Directores administradores y comerciales
Guatemala,Guatemala,Abril,2019.0,15.0,Febrero,Guatemala,San José Pinula,43.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Ignorado,Profesionales de las ciencias y de la ingeniería,Directores administradores y comerciales
Guatemala,Chinautla,Septiembre,2019.0,19.0,Agosto,Guatemala,Guatemala,43.0,41.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Post Grado,Universitario,Profesionales de las ciencias y de la ingeniería,Directores administradores y comerciales
Guatemala,Guatemala,Enero,2020.0,30.0,Agosto,Guatemala,Guatemala,38.0,36.0,Ignorado,Ladino / Mestizo,Costa Rica,Guatemala,Ignorado,Universitario,Profesionales de las ciencias y de la ingeniería,Directores administradores y comerciales
Guatemala,Guatemala,Septiembre,2019.0,7.0,Febrero,Guatemala,Guatemala,45.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Universitario,Profesionales de la salud,Directores administradores y comerciales
Guatemala,San José Pinula,Mayo,2019.0,5.0,Abril,Guatemala,Guatemala,37.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Especialistas en organización de la administración publica y de empresas,Directores administradores y comerciales
Guatemala,Guatemala,Junio,2019.0,18.0,Febrero,Guatemala,Guatemala,32.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Ignorado,Especialistas en organización de la administración publica y de empresas,Directores administradores y comerciales
Guatemala,Guatemala,Febrero,2019.0,15.0,Enero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,República Bolivariana de Venezuela,Guatemala,Ignorado,Ignorado,"Profesionales en derecho, en ciencias sociales y culturales",Directores administradores y comerciales
Guatemala,Guatemala,Septiembre,2019.0,21.0,Agosto,Guatemala,Guatemala,39.0,39.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Universitario,"Profesionales en derecho, en ciencias sociales y culturales",Directores administradores y comerciales
Guatemala,Guatemala,Agosto,2019.0,23.0,Julio,Guatemala,Guatemala,36.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Técnicos de la tecnología de la información y las comunicaciones,Directores administradores y comerciales
Guatemala,Guatemala,Marzo,2019.0,4.0,Febrero,Guatemala,Villa Nueva,34.0,44.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Técnicos de la tecnología de la información y las comunicaciones,Directores administradores y comerciales
Escuintla,San José,Enero,2020.0,2.0,Septiembre,Escuintla,Santa Lucía Cotzumalguapa,38.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Ignorado,Empleados contables y encargados del registro de materiales,Directores administradores y comerciales
Guatemala,Guatemala,Enero,2020.0,18.0,Noviembre,Sacatepequez,San Lucas Sacatepéquez,32.0,42.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Ignorado,Vendedores,Directores administradores y comerciales
Sacatepequez,Antigua Guatemala,Mayo,2019.0,15.0,Abril,Sacatepequez,Antigua Guatemala,38.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Vendedores,Directores administradores y comerciales
Quetzaltenango,Coatepeque,Febrero,2020.0,5.0,Diciembre,Quetzaltenango,Coatepeque,30.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Ignorado,No especificado en otro grupo,Directores administradores y comerciales
San Marcos,San Marcos,Octubre,2019.0,25.0,Septiembre,Quetzaltenango,Quetzaltenango,32.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,No especificado en otro grupo,Directores administradores y comerciales
Alta Verapaz,Cobán,Diciembre,2019.0,2.0,Octubre,Alta Verapaz,Cobán,35.0,32.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Universitario,Universitario,No especificado en otro grupo,Directores administradores y comerciales
Guatemala,Guatemala,Diciembre,2019.0,6.0,Noviembre,Guatemala,Guatemala,36.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Ignorado,No especificado en otro grupo,Directores administradores y comerciales
Guatemala,San Pedro Ayampuc,Enero,2020.0,12.0,Diciembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,"Gerentes de hoteles, restaurantes, comercios y otros servicios"
Guatemala,Fraijanes,Enero,2020.0,12.0,Julio,Guatemala,Guatemala,33.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Noviembre,2019.0,30.0,Octubre,Solola,Santa Catarina Palopó,37.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Profesionales de las ciencias y de la ingeniería
Guatemala,Chuarrancho,Enero,2020.0,6.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Directores administradores y comerciales,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Febrero,2020.0,10.0,Octubre,Guatemala,Guatemala,38.0,37.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Directores administradores y comerciales,Profesionales de las ciencias y de la ingeniería
Guatemala,Villa Nueva,Septiembre,2019.0,5.0,Agosto,Guatemala,Villa Nueva,35.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Febrero,2020.0,15.0,Noviembre,Guatemala,Guatemala,37.0,39.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Nicaragua,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Chinautla,Septiembre,2019.0,21.0,Mayo,Suchitepequez,Mazatenango,34.0,35.0,Ladino / Mestizo,Ignorado,Guatemala,El Salvador,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Agosto,2019.0,1.0,Agosto,Guatemala,Guatemala,30.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2019.0,15.0,Febrero,Sacatepequez,Santiago Sacatepéquez,47.0,45.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2019.0,3.0,Abril,Guatemala,Amatitlán,31.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Febrero,2020.0,6.0,Noviembre,Quetzaltenango,Quetzaltenango,37.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Julio,2019.0,19.0,Junio,Guatemala,Guatemala,33.0,32.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Junio,2019.0,21.0,Febrero,Guatemala,Guatemala,33.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Fraijanes,Noviembre,2019.0,18.0,Noviembre,Guatemala,Guatemala,35.0,33.0,Ladino / Mestizo,Otro,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Chinautla,Junio,2019.0,10.0,Abril,Guatemala,Mixco,36.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Junio,2019.0,12.0,Abril,Sacatepequez,Ciudad Vieja,36.0,36.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Post Grado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Agosto,2019.0,1.0,Agosto,Guatemala,Mixco,41.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Abril,2019.0,4.0,Febrero,Guatemala,Guatemala,33.0,30.0,Ladino / Mestizo,Ignorado,Guatemala,República Dominicana,Post Grado,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Junio,2019.0,27.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Junio,2019.0,12.0,Junio,Guatemala,Guatemala,34.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Chinautla,Septiembre,2019.0,27.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2019.0,7.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Noviembre,2019.0,21.0,Mayo,Guatemala,Guatemala,33.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de las ciencias y de la ingeniería
Sacatepequez,San Lucas Sacatepéquez,Julio,2019.0,11.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la salud,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Septiembre,2019.0,23.0,Mayo,Guatemala,Guatemala,41.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Especialistas en organización de la administración publica y de empresas,Profesionales de las ciencias y de la ingeniería
Alta Verapaz,Cobán,Septiembre,2019.0,22.0,Julio,Chimaltenango,Chimaltenango,39.0,39.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Especialistas en organización de la administración publica y de empresas,Profesionales de las ciencias y de la ingeniería
Guatemala,Villa Nueva,Abril,2019.0,29.0,Marzo,Guatemala,Guatemala,34.0,46.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Especialistas en organización de la administración publica y de empresas,Profesionales de las ciencias y de la ingeniería
Suchitepequez,Mazatenango,Diciembre,2019.0,2.0,Diciembre,Suchitepequez,Mazatenango,37.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,"Profesionales en derecho, en ciencias sociales y culturales",Profesionales de las ciencias y de la ingeniería
Quetzaltenango,Quetzaltenango,Marzo,2019.0,19.0,Febrero,Quetzaltenango,Zunil,32.0,32.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Diversificado,Universitario,Profesionales de las ciencias y la ingeniería de nivel medio,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Noviembre,2019.0,4.0,Septiembre,Guatemala,Guatemala,33.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y la ingeniería de nivel medio,Profesionales de las ciencias y de la ingeniería
Guatemala,San Pedro Sacatepéquez,Noviembre,2019.0,4.0,Abril,Guatemala,Guatemala,47.0,Ignorado,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Profesionales de nivel medio en operaciones financieras y administrativas,Profesionales de las ciencias y de la ingeniería
Guatemala,Santa Catarina Pinula,Julio,2019.0,9.0,Julio,Guatemala,Chinautla,32.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2019.0,3.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Abril,2019.0,12.0,Marzo,Guatemala,Guatemala,41.0,39.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Universitario,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Agosto,2019.0,25.0,Julio,Guatemala,Mixco,40.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Vendedores,Profesionales de las ciencias y de la ingeniería
Izabal,Puerto Barrios,Agosto,2019.0,7.0,Agosto,Izabal,Puerto Barrios,44.0,39.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Panamá,Universitario,Ignorado,Vendedores,Profesionales de las ciencias y de la ingeniería
Alta Verapaz,Cobán,Septiembre,2019.0,28.0,Agosto,Alta Verapaz,Cobán,43.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Oficiales y operarios de la construcción excluyendo electricistas,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2019.0,3.0,Mayo,Guatemala,Guatemala,44.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Artesanos y operarios de las artes gráficas,Profesionales de las ciencias y de la ingeniería
Zacapa,Teculután,Noviembre,2019.0,6.0,Septiembre,Zacapa,Teculután,24.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Universitario,Conductores de vehículos y operadores de equipos pesados móviles,Profesionales de las ciencias y de la ingeniería
Guatemala,San Pedro Sacatepéquez,Octubre,2019.0,30.0,Agosto,Guatemala,Guatemala,44.0,44.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Universitario,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Diciembre,2019.0,29.0,Octubre,Guatemala,Guatemala,37.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Noviembre,2019.0,5.0,Noviembre,Guatemala,Guatemala,43.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Ignorado,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Abril,2019.0,22.0,Febrero,Guatemala,Guatemala,35.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Febrero,2020.0,22.0,Octubre,Guatemala,Guatemala,38.0,41.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Ignorado,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Julio,2019.0,14.0,Mayo,Guatemala,Guatemala,35.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Enero,2020.0,28.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Jalapa,Jalapa,Septiembre,2019.0,13.0,Junio,Jalapa,Jalapa,35.0,36.0,Ignorado,Ignorado,Guatemala,México,Ignorado,Universitario,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2019.0,28.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Chiquimula,Chiquimula,Septiembre,2019.0,7.0,Marzo,Chiquimula,Jocotán,40.0,36.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Noviembre,2019.0,26.0,Agosto,Guatemala,Guatemala,39.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Universitario,Directores administradores y comerciales,Profesionales de la salud
Jalapa,Jalapa,Abril,2019.0,22.0,Febrero,Jalapa,Jalapa,36.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Guatemala,Guatemala,Junio,2019.0,9.0,Mayo,Guatemala,Santa Catarina Pinula,52.0,51.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Guatemala,Guatemala,Diciembre,2019.0,15.0,Octubre,Guatemala,Guatemala,33.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Guatemala,Guatemala,Noviembre,2019.0,10.0,Octubre,Guatemala,Guatemala,36.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Guatemala,Chinautla,Julio,2019.0,21.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Francia,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Quetzaltenango,Quetzaltenango,Julio,2019.0,25.0,Abril,Quetzaltenango,Quetzaltenango,38.0,29.0,Ladino / Mestizo,Ignorado,México,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Chimaltenango,Parramos,Octubre,2019.0,15.0,Agosto,Chimaltenango,Parramos,33.0,28.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Quetzaltenango,Quetzaltenango,Mayo,2019.0,23.0,Mayo,Quetzaltenango,Quetzaltenango,32.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Sacatepequez,Antigua Guatemala,Abril,2019.0,22.0,Abril,Sacatepequez,Antigua Guatemala,41.0,36.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Escuintla,Siquinalá,Mayo,2019.0,25.0,Febrero,Escuintla,Santa Lucía Cotzumalguapa,26.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Jutiapa,Jutiapa,Julio,2019.0,10.0,Julio,Guatemala,Guatemala,32.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Jutiapa,Jutiapa,Septiembre,2019.0,15.0,Julio,Jutiapa,Jutiapa,37.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Quetzaltenango,Quetzaltenango,Septiembre,2019.0,7.0,Agosto,San Marcos,San Marcos,33.0,35.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Quetzaltenango,Quetzaltenango,Octubre,2019.0,1.0,Octubre,Quetzaltenango,La Esperanza,38.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Quetzaltenango,Quetzaltenango,Noviembre,2019.0,18.0,Septiembre,Quetzaltenango,Coatepeque,33.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Febrero,2020.0,9.0,Enero,Guatemala,Guatemala,38.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Enero,2020.0,6.0,Septiembre,Guatemala,Guatemala,31.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Amatitlán,Abril,2019.0,12.0,Febrero,Guatemala,Amatitlán,57.0,57.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Quetzaltenango,Ostuncalco,Noviembre,2019.0,7.0,Mayo,Quetzaltenango,Ostuncalco,30.0,27.0,Maya,Maya,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Jutiapa,Jutiapa,Mayo,2019.0,21.0,Enero,Guatemala,Guatemala,33.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Chinautla,Julio,2019.0,21.0,Marzo,Guatemala,Guatemala,43.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Chinautla,Marzo,2019.0,28.0,Enero,Guatemala,Chinautla,57.0,52.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Post Grado,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,San Pedro Sacatepéquez,Enero,2020.0,25.0,Noviembre,Guatemala,Fraijanes,35.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,México,Post Grado,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Marzo,2019.0,20.0,Marzo,Guatemala,Mixco,52.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Post Grado,Ignorado,Profesionales de la salud,Profesionales de la salud
Huehuetenango,Huehuetenango,Septiembre,2019.0,6.0,Junio,Quetzaltenango,Quetzaltenango,40.0,36.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Post Grado,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Noviembre,2019.0,7.0,Junio,Guatemala,Guatemala,Ignorado,51.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Octubre,2019.0,23.0,Mayo,Guatemala,Guatemala,42.0,36.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la salud,Profesionales de la salud
