DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Guatemala,Guatemala,Marzo,2021.0,4.0,Diciembre,Guatemala,Guatemala,31.0,29.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Empleados contables y encargados del registro de materiales
El Progreso,Guastatoya,Marzo,2020.0,4.0,Marzo,El Progreso,Guastatoya,31.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Empleados en trato directo con el público,No especificado en otro grupo
Guatemala,Villa Nueva,Noviembre,2020.0,11.0,Marzo,Guatemala,Villa Nueva,31.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,Vendedores,No especificado en otro grupo
Quiché,San Pedro Jocopilas,Abril,2021.0,19.0,Octubre,Quiché,San Pedro Jocopilas,31.0,29.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,Vendedores,No especificado en otro grupo
Sololá,Sololá,Marzo,2020.0,16.0,Enero,Sololá,Santa Catarina Ixtahuacán,31.0,29.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Chiquimula,Chiquimula,Noviembre,2020.0,12.0,Marzo,Chiquimula,Ipala,31.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Ninguno,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Sacatepéquez,San Lucas Sacatepéquez,Diciembre,2020.0,9.0,Octubre,Guatemala,Guatemala,31.0,29.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",Vendedores
Guatemala,Guatemala,Junio,2021.0,11.0,Febrero,Guatemala,Mixco,31.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,"Peones de la minería, la construcción, la industria manufacturera y el transporte",No especificado en otro grupo
Guatemala,Guatemala,Febrero,2020.0,20.0,Enero,Guatemala,Guatemala,31.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2021.0,9.0,Diciembre,Guatemala,Guatemala,31.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,No especificado en otro grupo,No especificado en otro grupo
San Marcos,La Blanca,Octubre,2020.0,11.0,Marzo,Quetzaltenango,Coatepeque,31.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2020.0,23.0,Enero,Guatemala,Mixco,31.0,29.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Básico,Ignorado,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2020.0,19.0,Octubre,Guatemala,Amatitlán,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Especialistas en organización de la administración publica y de empresas
Huehuetenango,Huehuetenango,Abril,2020.0,21.0,Enero,Huehuetenango,Huehuetenango,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Oficinistas
Guatemala,Santa Catarina Pinula,Noviembre,2020.0,19.0,Octubre,Guatemala,Santa Catarina Pinula,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines","Profesionales en derecho, en ciencias sociales y culturales"
Izabal,Morales,Enero,2020.0,17.0,Enero,Izabal,Morales,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Vendedores,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Huehuetenango,Huehuetenango,Diciembre,2020.0,8.0,Octubre,Huehuetenango,Huehuetenango,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Vendedores,No especificado en otro grupo
Santa Rosa,Cuilapa,Febrero,2021.0,16.0,Noviembre,Santa Rosa,Chiquimulilla,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Profesionales de la enseñanza
Santa Rosa,Barberena,Marzo,2020.0,15.0,Enero,Santa Rosa,Cuilapa,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Suchitepéquez,San José la Maquina,Diciembre,2020.0,26.0,Octubre,Retalhuleu,Champerico,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Abril,2021.0,18.0,Noviembre,Guatemala,Villa Nueva,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Diversificado,No especificado en otro grupo,Operadores de instalaciones fijas y máquinas
Guatemala,Guatemala,Diciembre,2020.0,16.0,Noviembre,Escuintla,Palín,31.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Huehuetenango,La Democracia,Mayo,2021.0,11.0,Marzo,Huehuetenango,La Democracia,31.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Jutiapa,Jutiapa,Noviembre,2020.0,16.0,Marzo,Jutiapa,Jutiapa,31.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Profesionales de la enseñanza,No especificado en otro grupo
Sacatepéquez,Antigua Guatemala,Noviembre,2020.0,27.0,Enero,Sacatepéquez,Antigua Guatemala,31.0,31.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de nivel medio en operaciones financieras y administrativas
Guatemala,Guatemala,Febrero,2020.0,3.0,Enero,Guatemala,Guatemala,31.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Estados Unidos de América,Ignorado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines","Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Jalapa,Jalapa,Septiembre,2020.0,12.0,Febrero,Jalapa,Jalapa,31.0,31.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Oficinistas
Guatemala,Guatemala,Abril,2021.0,25.0,Noviembre,Guatemala,Guatemala,31.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Honduras,Diversificado,Diversificado,Vendedores,No especificado en otro grupo
Guatemala,San José Pinula,Abril,2020.0,12.0,Febrero,Santa Rosa,Chiquimulilla,31.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Básico,Personal de los servicios de protección,No especificado en otro grupo
Chiquimula,Ipala,Octubre,2020.0,3.0,Febrero,Chiquimula,Ipala,31.0,31.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Primaria,Diversificado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Profesionales de la enseñanza
San Marcos,Pajapita,Agosto,2020.0,30.0,Julio,San Marcos,Pajapita,31.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Baja Verapaz,Salamá,Febrero,2020.0,10.0,Enero,Baja Verapaz,San Miguel Chicaj,31.0,31.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,Profesionales de la enseñanza
Guatemala,Guatemala,Noviembre,2020.0,6.0,Febrero,Guatemala,Mixco,31.0,31.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2020.0,6.0,Marzo,Guatemala,Guatemala,31.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,No especificado en otro grupo,No especificado en otro grupo
Quiché,Uspantán,Octubre,2020.0,24.0,Enero,Quiché,Uspantán,31.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Febrero,2020.0,29.0,Enero,Quetzaltenango,Quetzaltenango,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,Especialistas en organización de la administración publica y de empresas,Profesionales de las ciencias y la ingeniería de nivel medio
Petén,Flores,Diciembre,2020.0,15.0,Diciembre,Petén,Dolores,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Profesionales de nivel medio en operaciones financieras y administrativas,Profesionales de tecnología de la información y las comunicaciones
Guatemala,Guatemala,Febrero,2021.0,23.0,Diciembre,Guatemala,Guatemala,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2020.0,9.0,Noviembre,Guatemala,Guatemala,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2021.0,23.0,Diciembre,Guatemala,Guatemala,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,Empleados contables y encargados del registro de materiales,Vendedores
Guatemala,Guatemala,Enero,2021.0,9.0,Diciembre,Guatemala,Mixco,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Ignorado,Vendedores,Profesionales de tecnología de la información y las comunicaciones
Quetzaltenango,Quetzaltenango,Marzo,2020.0,11.0,Marzo,Quetzaltenango,Quetzaltenango,31.0,32.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Vendedores,No especificado en otro grupo
Sololá,Sololá,Noviembre,2020.0,25.0,Septiembre,Sololá,Sololá,31.0,32.0,Maya,Maya,Guatemala,Guatemala,Básico,Diversificado,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Totonicapán,Totonicapán,Septiembre,2020.0,19.0,Agosto,Totonicapán,Totonicapán,31.0,32.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines","Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines"
Escuintla,Santa Lucía Cotzumalguapa,Noviembre,2020.0,16.0,Octubre,Escuintla,Escuintla,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,Operadores de instalaciones fijas y máquinas,No especificado en otro grupo
Jutiapa,Jutiapa,Octubre,2020.0,16.0,Octubre,Jutiapa,Jalpatagua,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2020.0,19.0,Octubre,San Marcos,Sipacapa,31.0,32.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Ninguno,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Agosto,2020.0,12.0,Febrero,Guatemala,Guatemala,31.0,32.0,Ladino / Mestizo,Ignorado,Guatemala,Reino Unido,Diversificado,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Zunil,Febrero,2020.0,23.0,Enero,Quetzaltenango,La Esperanza,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2020.0,30.0,Noviembre,Guatemala,Guatemala,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,No especificado en otro grupo,No especificado en otro grupo
San Marcos,Malacatán,Enero,2021.0,13.0,Noviembre,San Marcos,Malacatán,31.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,No especificado en otro grupo,No especificado en otro grupo
Petén,San Benito,Febrero,2021.0,15.0,Octubre,Petén,Sayaxché,31.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Universitario,Profesionales de tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Suchitepéquez,Santa Bárbara,Febrero,2020.0,14.0,Enero,Suchitepéquez,Santa Bárbara,31.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,Profesionales de las ciencias y la ingeniería de nivel medio,Oficinistas
Guatemala,Guatemala,Abril,2021.0,10.0,Diciembre,Guatemala,Guatemala,31.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Oficinistas
Guatemala,Guatemala,Marzo,2021.0,7.0,Diciembre,Guatemala,Guatemala,31.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,Técnicos de la tecnología de la información y las comunicaciones,Vendedores
Guatemala,Guatemala,Febrero,2020.0,31.0,Enero,Guatemala,Guatemala,31.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Chiquimula,Esquipulas,Junio,2021.0,20.0,Noviembre,Chiquimula,Esquipulas,31.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Escuintla,Guanagazapa,Diciembre,2020.0,3.0,Diciembre,Guatemala,Amatitlán,31.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Universitario,Profesionales de las ciencias y de la ingeniería,Oficinistas
Quetzaltenango,Quetzaltenango,Febrero,2020.0,21.0,Febrero,San Marcos,Concepción Tutuapa,31.0,34.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de nivel medio de la salud,Profesionales de nivel medio de la salud
El Progreso,Guastatoya,Octubre,2020.0,11.0,Septiembre,Alta Verapaz,San Pedro Carchá,31.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de nivel medio en operaciones financieras y administrativas,Oficinistas
Santa Rosa,Oratorio,Diciembre,2020.0,30.0,Enero,Santa Rosa,Cuilapa,31.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Chimaltenango,Chimaltenango,Septiembre,2020.0,9.0,Marzo,Chimaltenango,Patzún,31.0,34.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Diversificado,Diversificado,Oficinistas,No especificado en otro grupo
Guatemala,Fraijanes,Agosto,2020.0,30.0,Enero,Guatemala,Guatemala,31.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,No especificado en otro grupo,Profesionales de la enseñanza
Santa Rosa,Santa Rosa de Lima,Marzo,2020.0,21.0,Febrero,Guatemala,Guatemala,31.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2020.0,10.0,Febrero,Guatemala,Guatemala,31.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Octubre,2020.0,13.0,Octubre,Guatemala,San José Pinula,31.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Enero,2021.0,28.0,Diciembre,Guatemala,Guatemala,31.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de las ciencias y la ingeniería de nivel medio,Oficinistas
Sacatepéquez,San Lucas Sacatepéquez,Enero,2021.0,5.0,Marzo,Guatemala,Guatemala,31.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Empleados contables y encargados del registro de materiales,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Guatemala,Guatemala,Septiembre,2020.0,20.0,Febrero,Guatemala,Guatemala,31.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Ignorado,No especificado en otro grupo,Profesionales de la salud
Alta Verapaz,Fray Bartolomé de las Casas,Diciembre,2020.0,23.0,Noviembre,Alta Verapaz,Fray Bartolomé de las Casas,31.0,35.0,Maya,Maya,Guatemala,Guatemala,Básico,Diversificado,No especificado en otro grupo,Profesionales de la enseñanza
Baja Verapaz,Salamá,Enero,2021.0,15.0,Diciembre,Baja Verapaz,Rabinal,31.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Ignorado,No especificado en otro grupo,Especialistas en organización de la administración publica y de empresas
Sololá,Sololá,Febrero,2021.0,11.0,Diciembre,Guatemala,Guatemala,31.0,35.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,No especificado en otro grupo,Ignorado
Santa Rosa,Chiquimulilla,Octubre,2020.0,9.0,Octubre,Baja Verapaz,Purulhá,31.0,37.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Profesionales de la enseñanza,Profesionales de nivel medio en operaciones financieras y administrativas
San Marcos,El Quetzal,Marzo,2021.0,29.0,Octubre,San Marcos,El Quetzal,31.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Mayo,2021.0,20.0,Agosto,Guatemala,Mixco,31.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Jalapa,Jalapa,Febrero,2021.0,18.0,Noviembre,Jalapa,Jalapa,31.0,39.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2020.0,24.0,Noviembre,Guatemala,Guatemala,31.0,39.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,Oficiales y operarios de la construcción excluyendo electricistas,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Febrero,2020.0,21.0,Enero,Guatemala,Guatemala,31.0,39.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Universitario,No especificado en otro grupo,Profesionales de la enseñanza
Quiché,Santa Cruz del Quiché,Septiembre,2020.0,25.0,Agosto,Quiché,Chinique,31.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la enseñanza,Oficinistas
Chiquimula,Chiquimula,Octubre,2020.0,17.0,Marzo,Jalapa,San Luis Jilotepeque,31.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Julio,2020.0,14.0,Enero,Quetzaltenango,Ostuncalco,31.0,40.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Ninguno,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,Chimaltenango,Octubre,2020.0,18.0,Agosto,Chimaltenango,Chimaltenango,31.0,41.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,Profesionales de las ciencias y la ingeniería de nivel medio,Trabajadores de los servicios personales
Guatemala,Guatemala,Abril,2020.0,13.0,Marzo,Guatemala,Villa Canales,31.0,42.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines","Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Quetzaltenango,Coatepeque,Septiembre,2020.0,18.0,Junio,Quetzaltenango,Colomba,31.0,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Ignorado,"Peones agropecuarios, pesqueros y forestales",Ignorado
Petén,Melchor de Mencos,Enero,2021.0,9.0,Diciembre,Petén,Melchor de Mencos,32.0,22.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,"Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines",No especificado en otro grupo
Guatemala,San Raymundo,Enero,2021.0,28.0,Diciembre,Guatemala,San Raymundo,32.0,23.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,No especificado en otro grupo
Alta Verapaz,San Juan Chamelco,Octubre,2020.0,3.0,Septiembre,Alta Verapaz,San Juan Chamelco,32.0,23.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Primaria,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2020.0,14.0,Octubre,Guatemala,Guatemala,32.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Santa Rosa,Oratorio,Febrero,2020.0,31.0,Enero,Guatemala,Guatemala,32.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Diversificado,Especialistas en organización de la administración publica y de empresas,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Enero,2021.0,16.0,Diciembre,San Marcos,Ayutla,32.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Petén,San Benito,Marzo,2021.0,14.0,Diciembre,Petén,Flores,32.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Empleados contables y encargados del registro de materiales,Profesionales de la enseñanza
Quetzaltenango,Coatepeque,Enero,2021.0,28.0,Diciembre,San Marcos,El Quetzal,32.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de las ciencias y la ingeniería de nivel medio,No especificado en otro grupo
Guatemala,Chinautla,Abril,2021.0,17.0,Febrero,Guatemala,Guatemala,32.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,Profesionales de nivel medio en operaciones financieras y administrativas,No especificado en otro grupo
Guatemala,San Raymundo,Febrero,2021.0,27.0,Octubre,Guatemala,Guatemala,32.0,25.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Básico,Trabajadores especializados en electricidad y la elecrotecnología,Operadores de instalaciones fijas y máquinas
Izabal,Puerto Barrios,Noviembre,2020.0,16.0,Enero,Izabal,Puerto Barrios,32.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,Conductores de vehículos y operadores de equipos pesados móviles,Profesionales de nivel medio en operaciones financieras y administrativas
Huehuetenango,Jacaltenango,Abril,2020.0,27.0,Enero,Huehuetenango,Concepción Huista,32.0,25.0,Ignorado,Maya,Guatemala,Guatemala,Primaria,Ignorado,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Marzo,2021.0,15.0,Diciembre,Guatemala,Guatemala,32.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,No especificado en otro grupo,No especificado en otro grupo
Izabal,Puerto Barrios,Marzo,2021.0,20.0,Noviembre,Izabal,Puerto Barrios,32.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2020.0,23.0,Enero,San Marcos,San Pedro Sacatepéquez,32.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,Oficiales de las fuerzas armadas,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2020.0,28.0,Enero,Guatemala,Guatemala,32.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Ignorado,"Profesionales en derecho, en ciencias sociales y culturales",Especialistas en organización de la administración publica y de empresas
Zacapa,Zacapa,Diciembre,2020.0,10.0,Noviembre,Zacapa,Zacapa,32.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de nivel medio de la salud,Profesionales de la enseñanza
Quetzaltenango,Flores Costa Cuca,Julio,2020.0,25.0,Junio,Quetzaltenango,Flores Costa Cuca,32.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de nivel medio en operaciones financieras y administrativas
Quiché,Nebaj,Enero,2021.0,4.0,Diciembre,Quiché,Nebaj,32.0,26.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Jalapa,Jalapa,Diciembre,2020.0,28.0,Octubre,Jalapa,Jalapa,32.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Julio,2020.0,9.0,Enero,Zacapa,Zacapa,32.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,San José Pinula,Noviembre,2020.0,2.0,Octubre,Guatemala,San José Pinula,32.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,No especificado en otro grupo,No especificado en otro grupo
San Marcos,Ayutla,Octubre,2020.0,2.0,Enero,San Marcos,El Tumbador,32.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de las ciencias y la ingeniería de nivel medio,Técnicos de la tecnología de la información y las comunicaciones
