DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Quiché,Chichicastenango,Junio,2021.0,4.0,Diciembre,Quiché,Chichicastenango,21.0,22.0,Otro,Maya,Guatemala,Guatemala,Diversificado,Básico,Ayudantes de preparación de alimentos,No especificado en otro grupo
Totonicapán,San Andrés Xecul,Noviembre,2020.0,20.0,Noviembre,Quetzaltenango,Quetzaltenango,21.0,24.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,Trabajadores de los servicios personales,Profesionales de nivel medio en operaciones financieras y administrativas
Alta Verapaz,San Juan Chamelco,Febrero,2021.0,16.0,Marzo,Alta Verapaz,San Juan Chamelco,21.0,24.0,Maya,Maya,Guatemala,Guatemala,Primaria,Ninguno,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Escuintla,Escuintla,Septiembre,2020.0,5.0,Febrero,Escuintla,Escuintla,21.0,39.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2021.0,29.0,Diciembre,Guatemala,Guatemala,21.0,44.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Petén,Sayaxché,Julio,2020.0,3.0,Febrero,Petén,Sayaxché,22.0,21.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Petén,San Benito,Febrero,2021.0,25.0,Noviembre,Petén,San Benito,22.0,21.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Febrero,2020.0,12.0,Febrero,Totonicapán,Totonicapán,22.0,22.0,Maya,Maya,Guatemala,Guatemala,Básico,Básico,Vendedores,No especificado en otro grupo
Alta Verapaz,San Pedro Carchá,Octubre,2020.0,3.0,Septiembre,Alta Verapaz,San Pedro Carchá,22.0,22.0,Maya,Ignorado,Guatemala,Guatemala,Básico,Básico,No especificado en otro grupo,No especificado en otro grupo
San Marcos,Ocós,Marzo,2020.0,17.0,Febrero,San Marcos,Ocós,22.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Jalapa,Jalapa,Septiembre,2020.0,13.0,Febrero,Jalapa,Jalapa,22.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Retalhuleu,Retalhuleu,Septiembre,2020.0,2.0,Septiembre,Retalhuleu,Nuevo San Carlos,22.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Chimaltenango,Chimaltenango,Noviembre,2020.0,14.0,Octubre,Chimaltenango,Chimaltenango,22.0,24.0,Ignorado,Otro,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Chimaltenango,Chimaltenango,Diciembre,2020.0,6.0,Octubre,Chimaltenango,Chimaltenango,22.0,25.0,Otro,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Julio,2020.0,13.0,Marzo,Guatemala,Villa Nueva,22.0,26.0,Otro,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,"Peones de la minería, la construcción, la industria manufacturera y el transporte",No especificado en otro grupo
Chimaltenango,Chimaltenango,Noviembre,2020.0,27.0,Febrero,Chimaltenango,Chimaltenango,22.0,26.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,No especificado en otro grupo,Oficinistas
Guatemala,Guatemala,Octubre,2020.0,30.0,Septiembre,Guatemala,Guatemala,22.0,26.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Enero,2021.0,30.0,Diciembre,San Marcos,San Lorenzo,22.0,27.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Primaria,Diversificado,"Peones agropecuarios, pesqueros y forestales",Profesionales de la enseñanza
Chimaltenango,Chimaltenango,Noviembre,2020.0,7.0,Octubre,Chimaltenango,Chimaltenango,22.0,31.0,Otro,Maya,Guatemala,Guatemala,Diversificado,Primaria,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Quetzaltenango,Cantel,Marzo,2021.0,23.0,Octubre,Quetzaltenango,Quetzaltenango,22.0,37.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Básico,Diversificado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",Vendedores
Guatemala,Guatemala,Septiembre,2020.0,3.0,Marzo,Guatemala,Santa Catarina Pinula,23.0,20.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,Profesionales de las ciencias y la ingeniería de nivel medio,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Noviembre,2020.0,16.0,Noviembre,Totonicapán,Totonicapán,23.0,20.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Básico,Básico,"Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines",No especificado en otro grupo
Zacapa,Zacapa,Septiembre,2020.0,5.0,Marzo,Zacapa,Zacapa,23.0,20.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Ostuncalco,Diciembre,2020.0,21.0,Diciembre,Quetzaltenango,Ostuncalco,23.0,21.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,No especificado en otro grupo
Quiché,Santa Cruz del Quiché,Diciembre,2020.0,13.0,Agosto,Quiché,Santa Cruz del Quiché,23.0,21.0,Maya,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Vendedores,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Enero,2020.0,21.0,Enero,Quetzaltenango,Quetzaltenango,23.0,21.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,San Raymundo,Enero,2020.0,21.0,Enero,Guatemala,San Raymundo,23.0,21.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Básico,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Huehuetenango,Julio,2020.0,13.0,Febrero,Huehuetenango,Chiantla,23.0,21.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Básico,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Salcajá,Febrero,2021.0,9.0,Noviembre,Quetzaltenango,Salcajá,23.0,21.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Totonicapán,Totonicapán,Noviembre,2020.0,16.0,Octubre,Totonicapán,Totonicapán,23.0,21.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,No especificado en otro grupo,No especificado en otro grupo
Jutiapa,El Progreso,Febrero,2021.0,25.0,Septiembre,Jutiapa,El Progreso,23.0,22.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Técnicos de la tecnología de la información y las comunicaciones
Alta Verapaz,Tactic,Enero,2021.0,20.0,Noviembre,Alta Verapaz,Tactic,23.0,22.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Chiquimula,Ipala,Octubre,2020.0,10.0,Septiembre,Jutiapa,Santa Catarina Mita,23.0,22.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Ninguno,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,Parramos,Octubre,2020.0,28.0,Enero,Chimaltenango,San Andrés Itzapa,23.0,22.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Baja Verapaz,Salamá,Diciembre,2020.0,20.0,Noviembre,Baja Verapaz,Rabinal,23.0,22.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Básico,Básico,No especificado en otro grupo,No especificado en otro grupo
San Marcos,El Quetzal,Enero,2021.0,25.0,Septiembre,San Marcos,El Quetzal,23.0,22.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Noviembre,2020.0,28.0,Octubre,Guatemala,Petapa,23.0,22.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,San Pedro Sacatepéquez,Febrero,2020.0,24.0,Enero,Guatemala,San Pedro Sacatepéquez,23.0,23.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Básico,Artesanos y operarios de las artes gráficas,Operadores de instalaciones fijas y máquinas
Chimaltenango,Chimaltenango,Noviembre,2020.0,17.0,Agosto,Chimaltenango,Zaragoza,23.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,San Mateo,Diciembre,2020.0,23.0,Noviembre,Quetzaltenango,Concepción Chiquirichapa,23.0,23.0,Maya,Maya,Guatemala,Guatemala,Básico,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Sacatepéquez,Santo Domingo Xenacoj,Noviembre,2020.0,7.0,Octubre,Sacatepéquez,Santo Domingo Xenacoj,23.0,23.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,Profesionales de la enseñanza
Guatemala,Guatemala,Diciembre,2020.0,3.0,Diciembre,Guatemala,Villa Nueva,23.0,23.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Chimaltenango,Chimaltenango,Diciembre,2020.0,27.0,Noviembre,Chimaltenango,Chimaltenango,23.0,23.0,Otro,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Escuintla,San Vicente Pacaya,Marzo,2021.0,10.0,Febrero,Escuintla,San Vicente Pacaya,23.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Marzo,2020.0,27.0,Enero,Quetzaltenango,Ostuncalco,23.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Guatemala,Guatemala,Octubre,2020.0,9.0,Marzo,Quetzaltenango,Ostuncalco,23.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Quetzaltenango,Concepción Chiquirichapa,Mayo,2020.0,6.0,Marzo,Quetzaltenango,Concepción Chiquirichapa,23.0,24.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Chimaltenango,Tecpán Guatemala,Noviembre,2020.0,16.0,Octubre,Chimaltenango,Tecpán Guatemala,23.0,24.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Abril,2021.0,27.0,Octubre,Guatemala,Guatemala,23.0,25.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ignorado,Universitario,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Jutiapa,San José Acatempa,Marzo,2021.0,17.0,Diciembre,Jutiapa,San José Acatempa,23.0,25.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Zunil,Septiembre,2020.0,12.0,Marzo,Quetzaltenango,Quetzaltenango,23.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Básico,Vendedores,Profesionales de nivel medio de la salud
Guatemala,Mixco,Abril,2021.0,19.0,Marzo,Guatemala,Mixco,23.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Empleados en trato directo con el público,Empleados en trato directo con el público
Totonicapán,Momostenango,Noviembre,2020.0,6.0,Octubre,Totonicapán,Momostenango,23.0,27.0,Maya,Maya,Guatemala,Guatemala,Primaria,Diversificado,Conductores de vehículos y operadores de equipos pesados móviles,Profesionales de la enseñanza
Jutiapa,Jutiapa,Enero,2021.0,24.0,Septiembre,Jutiapa,Jutiapa,23.0,30.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Técnicos de la tecnología de la información y las comunicaciones
El Progreso,Guastatoya,Octubre,2020.0,11.0,Septiembre,El Progreso,Guastatoya,24.0,20.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Diversificado,Vendedores,No especificado en otro grupo
San Marcos,Pajapita,Marzo,2021.0,27.0,Octubre,San Marcos,Pajapita,24.0,20.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Zacapa,Teculután,Enero,2021.0,27.0,Enero,Zacapa,Teculután,24.0,20.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Retalhuleu,San Sebastián,Octubre,2020.0,1.0,Octubre,Retalhuleu,San Sebastián,24.0,20.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Jutiapa,El Adelanto,Enero,2021.0,1.0,Marzo,Jutiapa,Santa Catarina Mita,24.0,21.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Básico,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Enero,2020.0,2.0,Enero,Guatemala,Guatemala,24.0,21.0,Ladino / Mestizo,Otro,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,Profesionales de la enseñanza
Guatemala,Guatemala,Enero,2021.0,23.0,Octubre,Guatemala,Guatemala,24.0,21.0,Ladino / Mestizo,Otro,Guatemala,Guatemala,Primaria,Básico,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2020.0,1.0,Diciembre,Guatemala,Guatemala,24.0,21.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Diversificado,Básico,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Enero,2020.0,15.0,Enero,Totonicapán,San Francisco el Alto,24.0,21.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Diciembre,2020.0,2.0,Diciembre,Guatemala,Guatemala,24.0,21.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,No especificado en otro grupo,No especificado en otro grupo
Chimaltenango,Patzicía,Marzo,2020.0,14.0,Febrero,Chimaltenango,Patzicía,24.0,22.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,Trabajadores de los servicios personales,Trabajadores de los servicios personales
Izabal,Morales,Septiembre,2020.0,8.0,Septiembre,Izabal,Puerto Barrios,24.0,22.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,Vendedores,No especificado en otro grupo
San Marcos,Malacatán,Mayo,2021.0,7.0,Diciembre,San Marcos,Malacatán,24.0,22.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Primaria,Básico,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Santa Rosa,Cuilapa,Diciembre,2020.0,3.0,Diciembre,Jutiapa,San José Acatempa,24.0,22.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Básico,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Baja Verapaz,Cubulco,Septiembre,2020.0,25.0,Febrero,Baja Verapaz,Cubulco,24.0,22.0,Maya,Ignorado,Guatemala,Guatemala,Primaria,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Santa Rosa,Cuilapa,Septiembre,2020.0,4.0,Marzo,Santa Rosa,Cuilapa,24.0,22.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Básico,No especificado en otro grupo,No especificado en otro grupo
Santa Rosa,Oratorio,Noviembre,2020.0,13.0,Octubre,Santa Rosa,Barberena,24.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Retalhuleu,Santa Cruz Muluá,Abril,2021.0,24.0,Enero,Retalhuleu,Retalhuleu,24.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Empleados contables y encargados del registro de materiales,Profesionales de la enseñanza
El Progreso,Guastatoya,Julio,2020.0,5.0,Febrero,El Progreso,Guastatoya,24.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
El Progreso,Guastatoya,Febrero,2021.0,18.0,Diciembre,El Progreso,Morazán,24.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Jalapa,Jalapa,Diciembre,2020.0,29.0,Septiembre,Jalapa,Jalapa,24.0,23.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Básico,Básico,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quiché,Sacapulas,Febrero,2020.0,21.0,Enero,Quiché,Cunén,24.0,23.0,Maya,Otro,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Amatitlán,Octubre,2020.0,15.0,Octubre,Guatemala,Guatemala,24.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Universitario,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Febrero,2021.0,17.0,Diciembre,Sacatepéquez,San Lucas Sacatepéquez,24.0,23.0,Ladino / Mestizo,Otro,Guatemala,Guatemala,Diversificado,Básico,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Santa Catarina Pinula,Enero,2021.0,14.0,Diciembre,Guatemala,Guatemala,24.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,No especificado en otro grupo,No especificado en otro grupo
Suchitepéquez,San José el Idolo,Enero,2021.0,2.0,Diciembre,Suchitepéquez,San José el Idolo,24.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Guatemala,Amatitlán,Marzo,2021.0,9.0,Enero,Guatemala,Amatitlán,24.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Totonicapán,Momostenango,Enero,2021.0,21.0,Octubre,Totonicapán,Momostenango,24.0,24.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,Vendedores,No especificado en otro grupo
Quetzaltenango,Coatepeque,Octubre,2020.0,16.0,Octubre,San Marcos,El Quetzal,24.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Quiché,Joyabaj,Marzo,2021.0,16.0,Diciembre,Quiché,Joyabaj,24.0,24.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Ninguno,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Baja Verapaz,Salamá,Enero,2021.0,11.0,Diciembre,Baja Verapaz,Cubulco,24.0,24.0,Maya,Maya,Guatemala,Guatemala,Primaria,Ninguno,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Villa Nueva,Octubre,2020.0,22.0,Septiembre,Guatemala,Villa Nueva,24.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Básico,No especificado en otro grupo,No especificado en otro grupo
Totonicapán,San Cristóbal Totonicapán,Febrero,2020.0,2.0,Enero,Totonicapán,San Cristóbal Totonicapán,24.0,24.0,Maya,Maya,Guatemala,Guatemala,Básico,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Enero,2021.0,21.0,Diciembre,Guatemala,Mixco,24.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Suchitepéquez,San Juan Bautista,Julio,2020.0,18.0,Febrero,Quiché,Zacualpa,24.0,24.0,Maya,Maya,Guatemala,Guatemala,Ignorado,Primaria,No especificado en otro grupo,No especificado en otro grupo
Suchitepéquez,Mazatenango,Enero,2021.0,22.0,Diciembre,Suchitepéquez,Mazatenango,24.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Jalapa,Jalapa,Febrero,2021.0,5.0,Noviembre,Jutiapa,San José Acatempa,24.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Primaria,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
San Marcos,Malacatán,Mayo,2021.0,22.0,Diciembre,San Marcos,Malacatán,24.0,25.0,Ladino / Mestizo,Otro,Guatemala,Guatemala,Básico,Diversificado,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quiché,Joyabaj,Enero,2021.0,11.0,Noviembre,Quiché,Joyabaj,24.0,25.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Ninguno,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Jutiapa,San José Acatempa,Octubre,2020.0,4.0,Marzo,Jutiapa,San José Acatempa,24.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,Ignorado,No especificado en otro grupo
Jalapa,Jalapa,Diciembre,2020.0,21.0,Octubre,Jalapa,Mataquescuintla,24.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Básico,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Baja Verapaz,San Miguel Chicaj,Abril,2021.0,5.0,Febrero,Baja Verapaz,San Miguel Chicaj,24.0,26.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,San Martín Sacatepéquez,Enero,2021.0,18.0,Diciembre,Quetzaltenango,Concepción Chiquirichapa,24.0,26.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,Tecpán Guatemala,Abril,2021.0,11.0,Marzo,Chimaltenango,Tecpán Guatemala,24.0,27.0,Maya,Maya,Guatemala,Guatemala,Primaria,Básico,Vendedores,No especificado en otro grupo
Quetzaltenango,Coatepeque,Enero,2021.0,11.0,Noviembre,Quetzaltenango,Coatepeque,24.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Básico,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Sacatepéquez,Santa Lucía Milpas Altas,Diciembre,2020.0,8.0,Diciembre,Guatemala,Mixco,24.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
