DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Santa Rosa,Chiquimulilla,Diciembre,2014.0,25.0,Agosto,Santa Rosa,Taxisco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Diciembre,2014.0,5.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y la ingeniería de nivel medio,No especificado en otro grupo
Sacatepequez,San Lucas Sacatepéquez,Diciembre,2014.0,16.0,Julio,Sacatepequez,San Lucas Sacatepéquez,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Villa Nueva,Diciembre,2014.0,24.0,Noviembre,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Diciembre,2014.0,3.0,Diciembre,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Quiche,Pachalum,Diciembre,2014.0,21.0,Octubre,Quiche,Pachalum,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Suchitepequez,Mazatenango,Diciembre,2014.0,8.0,Diciembre,Suchitepequez,San Pablo Jocopilas,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Peten,La Libertad,Diciembre,2014.0,21.0,Noviembre,Peten,San Benito,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Empleados contables y encargados del registro de materiales,Ignorado
Escuintla,Masagua,Diciembre,2014.0,24.0,Julio,Escuintla,Masagua,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Diciembre,2014.0,15.0,Octubre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Escuintla,Escuintla,Diciembre,2014.0,17.0,Octubre,Escuintla,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
El Progreso,Guastatoya,Diciembre,2014.0,6.0,Mayo,El Progreso,Guastatoya,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Diciembre,2014.0,27.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Chimaltenango,Chimaltenango,Diciembre,2014.0,5.0,Septiembre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2014.0,21.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguno,Profesionales de las ciencias y la ingeniería de nivel medio,No especificado en otro grupo
Guatemala,Villa Nueva,Noviembre,2014.0,6.0,Marzo,Guatemala,Villa Nueva,34.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Jalapa,Jalapa,Diciembre,2014.0,7.0,Noviembre,Jalapa,Jalapa,34.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Primaria,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Mixco,Noviembre,2014.0,13.0,Agosto,Guatemala,Mixco,36.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Empleados contables y encargados del registro de materiales,Ignorado
Jutiapa,Asunción Mita,Noviembre,2014.0,12.0,Septiembre,Jutiapa,Asunción Mita,39.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Trabajadores de los servicios personales,Ignorado
Guatemala,Guatemala,Octubre,2014.0,21.0,Agosto,Izabal,Morales,43.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Izabal,Puerto Barrios,Octubre,2014.0,25.0,Julio,Guatemala,Guatemala,45.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Ninguno,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2014.0,16.0,Septiembre,Guatemala,Guatemala,49.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Guatemala,Villa Nueva,Octubre,2014.0,30.0,Septiembre,Guatemala,Villa Nueva,45.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Primaria,Ninguno,"Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines",Ignorado
Baja Verapaz,Salamá,Noviembre,2014.0,11.0,Septiembre,Baja Verapaz,Salamá,23.0,21.0,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2014.0,12.0,Agosto,Guatemala,Guatemala,25.0,22.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Retalhuleu,San Sebastián,Noviembre,2014.0,13.0,Octubre,Retalhuleu,San Sebastián,28.0,23.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Jutiapa,Jutiapa,Octubre,2014.0,3.0,Septiembre,Jutiapa,Jutiapa,32.0,23.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Vendedores,Vendedores
Jalapa,Jalapa,Noviembre,2014.0,23.0,Octubre,Jalapa,Jalapa,28.0,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Jutiapa,Moyuta,Diciembre,2014.0,10.0,Octubre,Jutiapa,Moyuta,30.0,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Chimaltenango,Chimaltenango,Diciembre,2014.0,27.0,Noviembre,Chimaltenango,Chimaltenango,34.0,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Profesionales de la enseñanza,Técnicos de la tecnología de la información y las comunicaciones
Peten,Flores,Diciembre,2014.0,26.0,Noviembre,Peten,Flores,31.0,27.0,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2014.0,20.0,Junio,Guatemala,Guatemala,Ignorado,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Diversificado,No especificado en otro grupo,Empleados contables y encargados del registro de materiales
Guatemala,Guatemala,Noviembre,2014.0,22.0,Septiembre,Guatemala,Chinautla,Ignorado,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Básico,Ignorado,No especificado en otro grupo
Quetzaltenango,Coatepeque,Noviembre,2014.0,13.0,Octubre,Quetzaltenango,Coatepeque,26.0,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Baja Verapaz,San Jerónimo,Noviembre,2014.0,7.0,Octubre,Baja Verapaz,San Jerónimo,26.0,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2014.0,30.0,Octubre,Guatemala,Guatemala,32.0,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2014.0,23.0,Octubre,Guatemala,Guatemala,37.0,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Conductores de vehículos y operadores de equipos pesados móviles,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines"
Guatemala,Santa Catarina Pinula,Octubre,2014.0,22.0,Agosto,Guatemala,Santa Catarina Pinula,Ignorado,29.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguno,Ignorado,No especificado en otro grupo
Retalhuleu,Retalhuleu,Noviembre,2014.0,19.0,Mayo,Retalhuleu,Retalhuleu,Ignorado,29.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Diciembre,2014.0,17.0,Octubre,Guatemala,Guatemala,Ignorado,29.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Peten,Flores,Noviembre,2014.0,2.0,Julio,Peten,Flores,26.0,29.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Jutiapa,Jutiapa,Octubre,2014.0,3.0,Septiembre,Jutiapa,Jutiapa,32.0,29.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Diciembre,2014.0,30.0,Septiembre,Quetzaltenango,Quetzaltenango,35.0,29.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Octubre,2014.0,17.0,Julio,Jalapa,Jalapa,Ignorado,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2014.0,20.0,Noviembre,Guatemala,Villa Nueva,30.0,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Diciembre,2014.0,21.0,Octubre,Guatemala,Villa Nueva,31.0,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Jalapa,Jalapa,Diciembre,2014.0,17.0,Noviembre,Jalapa,Jalapa,31.0,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2014.0,6.0,Junio,Guatemala,Villa Nueva,32.0,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2014.0,6.0,Junio,Guatemala,Villa Nueva,32.0,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2014.0,20.0,Junio,Guatemala,Guatemala,33.0,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Vendedores,Profesionales de la enseñanza
Jalapa,Jalapa,Diciembre,2014.0,15.0,Octubre,Jutiapa,Jutiapa,34.0,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Suchitepequez,Samayac,Diciembre,2014.0,28.0,Octubre,Suchitepequez,Samayac,Ignorado,32.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Octubre,2014.0,7.0,Octubre,Sacatepequez,San Lucas Sacatepéquez,33.0,32.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Octubre,2014.0,8.0,Septiembre,Quetzaltenango,Quetzaltenango,36.0,32.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Suchitepequez,San Lorenzo,Octubre,2014.0,17.0,Junio,Suchitepequez,San Lorenzo,Ignorado,33.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguno,Ignorado,No especificado en otro grupo
Sacatepequez,Antigua Guatemala,Diciembre,2014.0,2.0,Julio,Sacatepequez,Ciudad Vieja,33.0,33.0,Ignorado,Ignorado,Guatemala,Guatemala,Universitario,Universitario,No especificado en otro grupo,No especificado en otro grupo
Chiquimula,Chiquimula,Octubre,2014.0,17.0,Julio,Chiquimula,Chiquimula,Ignorado,34.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,Profesionales de la enseñanza
Guatemala,San Raymundo,Octubre,2014.0,27.0,Agosto,Guatemala,San Raymundo,36.0,35.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Quetzaltenango,Coatepeque,Diciembre,2014.0,17.0,Julio,Quetzaltenango,Coatepeque,Ignorado,36.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguno,Ignorado,No especificado en otro grupo
Suchitepequez,Mazatenango,Octubre,2014.0,30.0,Septiembre,Suchitepequez,Mazatenango,36.0,36.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Empleados contables y encargados del registro de materiales,Profesionales de la enseñanza
Guatemala,Guatemala,Diciembre,2014.0,19.0,Septiembre,Santa Rosa,Chiquimulilla,37.0,36.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Suchitepequez,Cuyotenango,Octubre,2014.0,18.0,Septiembre,Suchitepequez,Cuyotenango,38.0,36.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2014.0,14.0,Octubre,Guatemala,Guatemala,37.0,37.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,"Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines",No especificado en otro grupo
Sacatepequez,San Lucas Sacatepéquez,Diciembre,2014.0,3.0,Marzo,Sacatepequez,San Lucas Sacatepéquez,37.0,37.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Noviembre,2014.0,27.0,Junio,Guatemala,San Raymundo,41.0,37.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Escuintla,Tiquisate,Noviembre,2014.0,8.0,Octubre,Escuintla,Escuintla,Ignorado,40.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguno,Trabajadores de los servicios personales,No especificado en otro grupo
Chiquimula,Concepción Las Minas,Noviembre,2014.0,7.0,Agosto,Chiquimula,Concepción Las Minas,45.0,40.0,Ignorado,Ignorado,Guatemala,Guatemala,Primaria,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Escuintla,Tiquisate,Diciembre,2014.0,10.0,Noviembre,Escuintla,Tiquisate,33.0,41.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2014.0,10.0,Septiembre,Guatemala,Guatemala,38.0,41.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Vendedores,No especificado en otro grupo
Santa Rosa,Santa María Ixhuatán,Octubre,2014.0,29.0,Septiembre,Santa Rosa,Santa María Ixhuatán,Ignorado,42.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Ignorado
Quetzaltenango,Quetzaltenango,Octubre,2014.0,25.0,Julio,Quetzaltenango,Quetzaltenango,Ignorado,42.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Jutiapa,Jutiapa,Noviembre,2014.0,27.0,Junio,Jutiapa,Jutiapa,38.0,42.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,"Profesionales en derecho, en ciencias sociales y culturales",Profesionales de la enseñanza
Guatemala,Guatemala,Diciembre,2014.0,3.0,Noviembre,Guatemala,Mixco,49.0,43.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Vendedores,No especificado en otro grupo
San Marcos,San Rafael Pié de la Cuesta,Noviembre,2014.0,3.0,Julio,San Marcos,San Rafael Pié de la Cuesta,52.0,43.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,Oficinistas
Quetzaltenango,Quetzaltenango,Octubre,2014.0,15.0,Julio,Quetzaltenango,Quetzaltenango,Ignorado,44.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,No especificado en otro grupo,Ignorado
Quetzaltenango,Coatepeque,Noviembre,2014.0,22.0,Agosto,Quetzaltenango,Coatepeque,44.0,44.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Escuintla,Escuintla,Diciembre,2014.0,12.0,Mayo,Escuintla,Escuintla,58.0,47.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Guatemala,San Pedro Sacatepéquez,Octubre,2014.0,1.0,Octubre,Guatemala,San Pedro Sacatepéquez,Ignorado,49.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Diversificado,Vendedores,Profesionales de nivel medio de la salud
Jalapa,Jalapa,Octubre,2014.0,24.0,Septiembre,Jalapa,Jalapa,60.0,49.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Octubre,2014.0,4.0,Agosto,Guatemala,Guatemala,48.0,52.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2014.0,12.0,Junio,Guatemala,Guatemala,Ignorado,54.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Diversificado,Ignorado,Profesionales de la enseñanza
Solola,Panajachel,Noviembre,2014.0,13.0,Octubre,Solola,Panajachel,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguno,Empleados contables y encargados del registro de materiales,Empleados contables y encargados del registro de materiales
San Marcos,Pajapita,Noviembre,2014.0,3.0,Junio,San Marcos,Pajapita,46.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Primaria,Ninguno,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Ignorado
Guatemala,Guatemala,Octubre,2014.0,10.0,Julio,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Amatitlán,Octubre,2014.0,8.0,Octubre,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Villa Nueva,Octubre,2014.0,25.0,Septiembre,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Solola,Sololá,Noviembre,2014.0,14.0,Agosto,Solola,Sololá,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Jalapa,Jalapa,Diciembre,2014.0,8.0,Octubre,Jalapa,Jalapa,Ignorado,17.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2014.0,21.0,Agosto,Guatemala,Guatemala,Ignorado,23.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Profesionales de la enseñanza,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2014.0,12.0,Agosto,Guatemala,Guatemala,Ignorado,24.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,Ignorado
Alta Verapaz,San Juan Chamelco,Octubre,2014.0,26.0,Septiembre,El Progreso,Guastatoya,Ignorado,22.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Sacatepequez,Santa Lucía Milpas Altas,Noviembre,2014.0,29.0,Octubre,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Santa Rosa,Casillas,Octubre,2014.0,22.0,Septiembre,Santa Rosa,Casillas,Ignorado,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
San Marcos,San Pedro Sacatepéquez,Diciembre,2014.0,29.0,Agosto,San Marcos,San Pedro Sacatepéquez,Ignorado,26.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2014.0,23.0,Septiembre,Baja Verapaz,El Chol,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,"Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines",No especificado en otro grupo
Totonicapan,Totonicapán,Octubre,2014.0,11.0,Julio,Totonicapan,Totonicapán,Ignorado,20.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Vendedores,"Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines"
Totonicapan,Totonicapán,Octubre,2014.0,5.0,Agosto,Totonicapan,Totonicapán,Ignorado,21.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Vendedores,No especificado en otro grupo
Guatemala,Palencia,Octubre,2014.0,13.0,Octubre,Guatemala,Palencia,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Totonicapan,Totonicapán,Octubre,2014.0,16.0,Septiembre,Totonicapan,Totonicapán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,No especificado en otro grupo,No especificado en otro grupo
Quiche,Zacualpa,Noviembre,2014.0,12.0,Septiembre,Quiche,Zacualpa,Ignorado,Ignorado,Maya,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Jutiapa,Quesada,Diciembre,2014.0,14.0,Noviembre,Jutiapa,Quesada,30.0,Ignorado,Maya,Ignorado,Guatemala,Guatemala,Universitario,Ignorado,No especificado en otro grupo,Ignorado
Quiche,Sacapulas,Diciembre,2014.0,28.0,Agosto,Quiche,Sacapulas,36.0,Ignorado,Maya,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Empleados contables y encargados del registro de materiales,Ignorado
Alta Verapaz,Santa Catalina la Tinta,Octubre,2014.0,10.0,Julio,Alta Verapaz,Tucurú,39.0,Ignorado,Maya,Ignorado,Guatemala,Guatemala,Primaria,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Ignorado
Alta Verapaz,Cobán,Noviembre,2014.0,22.0,Mayo,Alta Verapaz,Panzós,39.0,Ignorado,Maya,Ignorado,Guatemala,Guatemala,Básico,Ignorado,Personal de los servicios de protección,Ignorado
Quiche,Cunén,Octubre,2014.0,5.0,Marzo,Quiche,Cunén,17.0,17.0,Maya,Ignorado,Guatemala,Guatemala,Básico,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,Ignorado
Suchitepequez,San Pablo Jocopilas,Octubre,2014.0,22.0,Agosto,Suchitepequez,San Pablo Jocopilas,21.0,18.0,Maya,Ignorado,Guatemala,Guatemala,Primaria,Ninguno,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Totonicapan,Totonicapán,Octubre,2014.0,10.0,Septiembre,Totonicapan,Totonicapán,25.0,23.0,Maya,Ignorado,Guatemala,Guatemala,Básico,Ninguno,Vendedores,No especificado en otro grupo
Chimaltenango,Patzicía,Diciembre,2014.0,1.0,Septiembre,Chimaltenango,Patzicía,36.0,32.0,Maya,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Noviembre,2014.0,17.0,Octubre,Quetzaltenango,Quetzaltenango,43.0,40.0,Maya,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Ignorado
Quetzaltenango,Quetzaltenango,Octubre,2014.0,22.0,Julio,Quetzaltenango,Quetzaltenango,45.0,42.0,Maya,Ignorado,Guatemala,Guatemala,Primaria,Primaria,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
San Marcos,Malacatán,Octubre,2014.0,12.0,Agosto,San Marcos,Malacatán,Ignorado,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Peten,San Benito,Diciembre,2014.0,3.0,Octubre,Peten,San Benito,Ignorado,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,No especificado en otro grupo,Ignorado
Guatemala,Guatemala,Diciembre,2014.0,24.0,Julio,Guatemala,Guatemala,26.0,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ninguno,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Escuintla,Iztapa,Octubre,2014.0,26.0,Mayo,Escuintla,Iztapa,28.0,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Universitario,Ignorado,Profesionales de las ciencias y la ingeniería de nivel medio,Ignorado
Guatemala,Amatitlán,Noviembre,2014.0,16.0,Octubre,Guatemala,Amatitlán,28.0,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Básico,Ignorado,Operadores de instalaciones fijas y máquinas,No especificado en otro grupo
El Progreso,San Agustín Acasaguastlán,Octubre,2014.0,26.0,Junio,El Progreso,San Agustín Acasaguastlán,29.0,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Ignorado
