DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Quetzaltenango,Quetzaltenango,Agosto,2013.0,19.0,Junio,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
El Progreso,Guastatoya,Mayo,2013.0,7.0,Marzo,El Progreso,Guastatoya,30.0,22.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Primaria,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Jutiapa,Jutiapa,Septiembre,2013.0,23.0,Agosto,Jutiapa,Jutiapa,30.0,19.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Básico,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Guatemala,Guatemala,Junio,2013.0,14.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de las ciencias y de la ingeniería
Retalhuleu,San Andrés Villa Seca,Abril,2013.0,2.0,Abril,Retalhuleu,San Andrés Villa Seca,45.0,39.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de la enseñanza
Guatemala,Guatemala,Julio,2013.0,4.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de la enseñanza
Guatemala,Guatemala,Julio,2013.0,11.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de la enseñanza
Guatemala,Guatemala,Agosto,2013.0,28.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de la enseñanza
Guatemala,Guatemala,Julio,2013.0,14.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de la enseñanza
Baja Verapaz,Salamá,Julio,2013.0,27.0,Junio,Baja Verapaz,Salamá,23.0,23.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de la enseñanza
Alta Verapaz,Cobán,Mayo,2013.0,4.0,Abril,Alta Verapaz,Cobán,40.0,34.0,Maya,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de la enseñanza
Quiche,Ixcán,Noviembre,2013.0,13.0,Septiembre,Quiche,Ixcán,35.0,Ignorado,Maya,Ignorado,Guatemala,Guatemala,Diversificado,Ninguno,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Ignorado
Guatemala,Guatemala,Septiembre,2013.0,24.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Ignorado
Jutiapa,El Progreso,Agosto,2013.0,16.0,Julio,Jutiapa,Jutiapa,61.0,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Ignorado
Guatemala,Guatemala,Junio,2014.0,27.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Empleados contables y encargados del registro de materiales
Guatemala,Guatemala,Julio,2013.0,7.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Empleados contables y encargados del registro de materiales
Jutiapa,Jutiapa,Septiembre,2013.0,17.0,Julio,Jutiapa,Jutiapa,23.0,26.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de nivel medio en operaciones financieras y administrativas
Huehuetenango,Huehuetenango,Enero,2014.0,8.0,Noviembre,Huehuetenango,Huehuetenango,24.0,26.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Primaria,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Oficinistas
Guatemala,Mixco,Mayo,2013.0,18.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Oficinistas
Baja Verapaz,Salamá,Junio,2013.0,30.0,Abril,Baja Verapaz,Salamá,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Oficinistas
Guatemala,Guatemala,Marzo,2014.0,22.0,Enero,Guatemala,Mixco,36.0,37.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Vendedores
Escuintla,Tiquisate,Febrero,2014.0,14.0,Noviembre,Escuintla,Tiquisate,25.0,20.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Básico,Básico,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Zacapa,Zacapa,Diciembre,2013.0,30.0,Agosto,Zacapa,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Guatemala,Guatemala,Abril,2014.0,4.0,Diciembre,Sacatepequez,San Bartolomé Milpas Altas,25.0,22.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Básico,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Chimaltenango,El Tejar,Marzo,2014.0,4.0,Julio,Zacapa,Gualán,42.0,38.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Profesionales de nivel medio en operaciones financieras y administrativas
Guatemala,Guatemala,Agosto,2013.0,21.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Quetzaltenango,Coatepeque,Mayo,2013.0,19.0,Febrero,Quetzaltenango,Coatepeque,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Febrero,2014.0,22.0,Octubre,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Jalapa,Jalapa,Agosto,2013.0,10.0,Julio,Jalapa,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Alta Verapaz,Senahú,Junio,2013.0,12.0,Abril,Alta Verapaz,Cobán,34.0,31.0,Mestizo / ladino,Maya,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Guatemala,Guatemala,Noviembre,2013.0,13.0,Septiembre,Guatemala,Guatemala,24.0,25.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Personal de los servicios de protección
Guatemala,Villa Nueva,Mayo,2013.0,19.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2013.0,25.0,Abril,Guatemala,Guatemala,37.0,33.0,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Básico,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2013.0,18.0,Septiembre,Guatemala,Guatemala,25.0,20.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Junio,2013.0,18.0,Marzo,Guatemala,Mixco,29.0,28.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Primaria,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2013.0,9.0,Julio,Guatemala,Guatemala,28.0,24.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Primaria,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Mayo,2014.0,16.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Cuba,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Técnicos de la tecnología de la información y las comunicaciones
Guatemala,Guatemala,Julio,2013.0,20.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Técnicos de la tecnología de la información y las comunicaciones
Guatemala,Guatemala,Marzo,2014.0,21.0,Noviembre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Técnicos de la tecnología de la información y las comunicaciones
Guatemala,Guatemala,Julio,2013.0,18.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Técnicos de la tecnología de la información y las comunicaciones
Guatemala,Amatitlán,Octubre,2013.0,12.0,Agosto,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Técnicos de la tecnología de la información y las comunicaciones
Escuintla,Escuintla,Agosto,2013.0,27.0,Mayo,Escuintla,Escuintla,28.0,24.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Técnicos de la tecnología de la información y las comunicaciones
Quiche,Pachalum,Marzo,2014.0,24.0,Septiembre,Quiche,Pachalum,23.0,21.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Técnicos de la tecnología de la información y las comunicaciones
Huehuetenango,San Pedro Necta,Septiembre,2013.0,9.0,Enero,Huehuetenango,La Democracia,29.0,20.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Técnicos de la tecnología de la información y las comunicaciones
Guatemala,Guatemala,Junio,2013.0,18.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de las ciencias y de la ingeniería
Izabal,Puerto Barrios,Febrero,2014.0,20.0,Mayo,Izabal,Puerto Barrios,32.0,31.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la salud
Guatemala,Guatemala,Marzo,2014.0,28.0,Noviembre,Chimaltenango,Tecpán Guatemala,38.0,Ignorado,Mestizo / ladino,Mestizo / ladino,Honduras,El Salvador,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2014.0,18.0,Febrero,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Abril,2014.0,22.0,Octubre,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Junio,2013.0,22.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2013.0,24.0,Septiembre,Guatemala,Guatemala,24.0,23.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Chiquimula,Concepción Las Minas,Julio,2013.0,16.0,Mayo,Chiquimula,Chiquimula,33.0,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Estados Unidos de América,Diversificado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Diciembre,2013.0,13.0,Septiembre,Quetzaltenango,Quetzaltenango,32.0,30.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Abril,2013.0,5.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2013.0,19.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2013.0,16.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
San Marcos,Malacatán,Abril,2014.0,31.0,Octubre,San Marcos,Malacatán,42.0,41.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Escuintla,San José,Noviembre,2013.0,5.0,Septiembre,Escuintla,Escuintla,26.0,21.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Básico,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Quetzaltenango,San Martín Sacatepéquez,Junio,2014.0,23.0,Julio,Quetzaltenango,San Martín Sacatepéquez,29.0,24.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Básico,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Baja Verapaz,Rabinal,Agosto,2013.0,5.0,Julio,Baja Verapaz,Salamá,24.0,22.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Primaria,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Quetzaltenango,Coatepeque,Octubre,2013.0,9.0,Agosto,Quetzaltenango,Coatepeque,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Guatemala,Guatemala,Junio,2013.0,11.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Jutiapa,Asunción Mita,Julio,2013.0,9.0,Abril,Jutiapa,Jutiapa,26.0,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Guatemala,Guatemala,Abril,2013.0,13.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Quiche,Chichicastenango,Diciembre,2013.0,12.0,Julio,Quiche,Chichicastenango,31.0,40.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Guatemala,Guatemala,Noviembre,2013.0,30.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Quetzaltenango,Coatepeque,Octubre,2013.0,16.0,Agosto,Quetzaltenango,Coatepeque,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Guatemala,Villa Canales,Octubre,2013.0,19.0,Julio,Santa Rosa,Cuilapa,25.0,26.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Suchitepequez,Mazatenango,Agosto,2013.0,3.0,Julio,Suchitepequez,Mazatenango,38.0,34.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Guatemala,Guatemala,Septiembre,2013.0,22.0,Agosto,Guatemala,Guatemala,22.0,27.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Guatemala,Guatemala,Diciembre,2013.0,12.0,Julio,Guatemala,Guatemala,34.0,34.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de la enseñanza
Guatemala,Guatemala,Diciembre,2013.0,25.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguno,Técnicos de la tecnología de la información y las comunicaciones,Ignorado
Sacatepequez,Antigua Guatemala,Noviembre,2013.0,3.0,Septiembre,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Ignorado
Guatemala,Guatemala,Octubre,2013.0,8.0,Octubre,Guatemala,Guatemala,30.0,Ignorado,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ninguno,Técnicos de la tecnología de la información y las comunicaciones,Ignorado
Guatemala,Palencia,Febrero,2014.0,2.0,Septiembre,Guatemala,Palencia,30.0,33.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Ignorado
Chiquimula,Chiquimula,Marzo,2013.0,15.0,Enero,Chiquimula,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Ignorado
Guatemala,Guatemala,Enero,2014.0,27.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Empleados contables y encargados del registro de materiales
Guatemala,Guatemala,Abril,2013.0,26.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Empleados contables y encargados del registro de materiales
Guatemala,Amatitlán,Julio,2013.0,18.0,Abril,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Empleados contables y encargados del registro de materiales
Solola,San Juan la Laguna,Enero,2014.0,16.0,Diciembre,Solola,San Juan la Laguna,35.0,30.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Profesionales de nivel medio en operaciones financieras y administrativas
Guatemala,Guatemala,Marzo,2014.0,25.0,Octubre,Guatemala,Mixco,Ignorado,25.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ignorado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Empleados en trato directo con el público
Guatemala,Villa Nueva,Marzo,2013.0,25.0,Enero,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Oficinistas
Guatemala,Mixco,Agosto,2013.0,23.0,Julio,Guatemala,Guatemala,25.0,25.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Oficinistas
Guatemala,Guatemala,Diciembre,2013.0,19.0,Noviembre,Guatemala,Guatemala,31.0,23.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Oficinistas
Guatemala,Guatemala,Marzo,2014.0,21.0,Noviembre,Guatemala,Guatemala,36.0,25.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Oficinistas
Guatemala,Guatemala,Abril,2013.0,11.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Mayo,2013.0,20.0,Marzo,Guatemala,Guatemala,30.0,26.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Amatitlán,Junio,2013.0,19.0,Marzo,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Ignorado
Guatemala,Guatemala,Febrero,2013.0,11.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,Oficinistas
Escuintla,Escuintla,Febrero,2014.0,28.0,Noviembre,Escuintla,San José,43.0,40.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Diversificado,Diversificado,Técnicos de la tecnología de la información y las comunicaciones,Oficinistas
Guatemala,Guatemala,Noviembre,2013.0,24.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,Oficinistas
Guatemala,Guatemala,Abril,2013.0,13.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Nicaragua,Guatemala,Ignorado,Ignorado,Oficinistas,Profesionales de la enseñanza
Retalhuleu,El Asintal,Febrero,2014.0,15.0,Noviembre,Retalhuleu,El Asintal,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Guatemala,Guatemala,Julio,2013.0,4.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Guatemala,Guatemala,Julio,2013.0,28.0,Mayo,Guatemala,Guatemala,Ignorado,45.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ignorado,Diversificado,Oficinistas,Otro personal de apoyo administrativo
Escuintla,San José,Junio,2013.0,16.0,Enero,Escuintla,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2013.0,31.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Guatemala,Guatemala,Junio,2013.0,5.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Guatemala,Guatemala,Julio,2013.0,10.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Guatemala,Villa Nueva,Mayo,2013.0,9.0,Abril,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2013.0,26.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2013.0,29.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Nicaragua,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Alta Verapaz,Cobán,Mayo,2013.0,26.0,Abril,Alta Verapaz,Cobán,Ignorado,Ignorado,Ignorado,Ignorado,Holanda,Guatemala,Ignorado,Ignorado,Oficinistas,Profesionales de la enseñanza
Guatemala,Villa Nueva,Septiembre,2013.0,11.0,Junio,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,Ignorado
Suchitepequez,Mazatenango,Junio,2013.0,23.0,Mayo,Suchitepequez,Mazatenango,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,El Salvador,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
Zacapa,Zacapa,Octubre,2013.0,5.0,Agosto,Zacapa,Zacapa,54.0,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ignorado,Básico,Oficinistas,Oficinistas
Quetzaltenango,Quetzaltenango,Enero,2014.0,2.0,Mayo,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Oficinistas,No especificado en otro grupo
