DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Guatemala,Guatemala,Agosto,2013.0,18.0,Julio,Guatemala,Guatemala,34.0,31.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Universitario,Ignorado,Especialistas en organización de la administración publica y de empresas,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2013.0,19.0,Septiembre,Guatemala,Guatemala,31.0,32.0,Mestizo / ladino,Ignorado,Guatemala,Venezuela,Ignorado,Ignorado,Profesionales de tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Mayo,2013.0,4.0,Marzo,Guatemala,Guatemala,36.0,35.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Universitario,Ignorado,"Profesionales en derecho, en ciencias sociales y culturales",No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2013.0,25.0,Julio,Guatemala,Guatemala,45.0,41.0,Ignorado,Ignorado,Guatemala,Guatemala,Postgrado,Ignorado,"Profesionales en derecho, en ciencias sociales y culturales",No especificado en otro grupo
Guatemala,Petapa,Enero,2014.0,5.0,Noviembre,Guatemala,San José Pinula,50.0,35.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Universitario,Ignorado,"Profesionales en derecho, en ciencias sociales y culturales",No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2013.0,6.0,Junio,Guatemala,Villa Nueva,24.0,17.0,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Profesionales de las ciencias y la ingeniería de nivel medio,No especificado en otro grupo
Guatemala,San José del Golfo,Diciembre,2013.0,27.0,Noviembre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y la ingeniería de nivel medio,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2013.0,30.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y la ingeniería de nivel medio,No especificado en otro grupo
Jutiapa,Jutiapa,Abril,2013.0,22.0,Marzo,Jutiapa,Jutiapa,36.0,34.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de nivel medio en operaciones financieras y administrativas,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Diciembre,2013.0,11.0,Abril,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de nivel medio en operaciones financieras y administrativas,No especificado en otro grupo
Suchitepequez,Santo Domingo Suchitepéquez,Febrero,2014.0,25.0,Febrero,Suchitepequez,Santo Domingo Suchitepéquez,Ignorado,41.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Jalapa,Jalapa,Junio,2013.0,22.0,Mayo,Jalapa,Jalapa,26.0,17.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2013.0,22.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2013.0,21.0,Mayo,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Mixco,Noviembre,2013.0,25.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Junio,2014.0,22.0,Noviembre,Guatemala,Guatemala,27.0,20.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Villa Nueva,Febrero,2014.0,10.0,Diciembre,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Técnicos de la tecnología de la información y las comunicaciones,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2013.0,4.0,Julio,Guatemala,Guatemala,25.0,27.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Empleados en trato directo con el público,No especificado en otro grupo
Guatemala,Guatemala,Enero,2014.0,7.0,Octubre,Guatemala,Guatemala,52.0,47.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Febrero,2014.0,19.0,Marzo,Quetzaltenango,Quetzaltenango,49.0,36.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2013.0,28.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Guatemala,Guatemala,Junio,2013.0,7.0,Marzo,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2014.0,19.0,Noviembre,Guatemala,Guatemala,33.0,39.0,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Guatemala,Mixco,Noviembre,2013.0,10.0,Septiembre,Guatemala,Mixco,46.0,40.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Jutiapa,Quesada,Junio,2013.0,12.0,Marzo,Jutiapa,Quesada,28.0,23.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Universitario,Ignorado,Empleados contables y encargados del registro de materiales,No especificado en otro grupo
Peten,San Benito,Noviembre,2013.0,7.0,Agosto,Peten,San Benito,28.0,27.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ignorado,Ignorado,Trabajadores de los servicios personales,No especificado en otro grupo
Jutiapa,Asunción Mita,Julio,2013.0,20.0,Junio,Jutiapa,Asunción Mita,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Trabajadores de los servicios personales,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2013.0,10.0,Octubre,Guatemala,Guatemala,41.0,49.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Vendedores,No especificado en otro grupo
Guatemala,Guatemala,Abril,2013.0,11.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Vendedores,No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2013.0,3.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Vendedores,No especificado en otro grupo
Chimaltenango,El Tejar,Junio,2013.0,27.0,Mayo,Chimaltenango,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Vendedores,No especificado en otro grupo
Jalapa,Jalapa,Octubre,2013.0,10.0,Septiembre,Jalapa,Jalapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Vendedores,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2013.0,10.0,Octubre,Guatemala,Guatemala,33.0,34.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Vendedores,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Septiembre,2013.0,28.0,Agosto,Quetzaltenango,Quetzaltenango,33.0,32.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ignorado,Vendedores,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2014.0,30.0,Septiembre,Guatemala,Guatemala,42.0,29.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Vendedores,No especificado en otro grupo
Escuintla,Escuintla,Septiembre,2013.0,15.0,Julio,Escuintla,Escuintla,51.0,50.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Mixco,Octubre,2013.0,5.0,Septiembre,Guatemala,Guatemala,28.0,34.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Izabal,Los Amates,Febrero,2013.0,24.0,Enero,Izabal,Puerto Barrios,30.0,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Amatitlán,Abril,2013.0,5.0,Febrero,Guatemala,Amatitlán,33.0,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Jutiapa,Jutiapa,Enero,2013.0,7.0,Enero,Jutiapa,Jutiapa,31.0,27.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Petapa,Agosto,2013.0,19.0,Marzo,Guatemala,Villa Nueva,31.0,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Peten,Poptún,Junio,2013.0,20.0,Febrero,Peten,Poptún,29.0,34.0,Maya,Mestizo / ladino,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Escuintla,Masagua,Septiembre,2013.0,16.0,Julio,Escuintla,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Santa Rosa,Cuilapa,Febrero,2014.0,3.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Retalhuleu,Champerico,Enero,2014.0,2.0,Septiembre,Retalhuleu,Champerico,Ignorado,30.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Retalhuleu,Champerico,Agosto,2013.0,28.0,Junio,Retalhuleu,Retalhuleu,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Agricultores y trabajadores calificados de explotaciones agropecuarias con destino al mercado,No especificado en otro grupo
Guatemala,Mixco,Noviembre,2013.0,27.0,Agosto,Guatemala,Guatemala,39.0,47.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Oficiales y operarios de la construcción excluyendo electricistas,No especificado en otro grupo
Guatemala,Guatemala,Octubre,2013.0,6.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Guatemala,Mixco,Octubre,2013.0,30.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Chimaltenango,Zaragoza,Octubre,2013.0,23.0,Agosto,Chimaltenango,Chimaltenango,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ignorado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Retalhuleu,Retalhuleu,Junio,2013.0,30.0,Abril,Retalhuleu,Retalhuleu,37.0,18.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Guatemala,Guatemala,Junio,2013.0,25.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Guatemala,Guatemala,Abril,2013.0,28.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ignorado,Artesanos y operarios de las artes gráficas,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2013.0,5.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Trabajadores especializados en electricidad y la elecrotecnología,No especificado en otro grupo
Guatemala,Guatemala,Abril,2014.0,18.0,Noviembre,Guatemala,Guatemala,32.0,23.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Trabajadores especializados en electricidad y la elecrotecnología,No especificado en otro grupo
Guatemala,San José Pinula,Mayo,2014.0,15.0,Octubre,Guatemala,San José Pinula,30.0,26.0,Mestizo / ladino,Mestizo / ladino,Francia,Guatemala,Ninguno,Ignorado,Trabajadores especializados en electricidad y la elecrotecnología,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2013.0,20.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Guatemala,Guatemala,Enero,2014.0,23.0,Agosto,Guatemala,Guatemala,36.0,33.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Retalhuleu,Retalhuleu,Julio,2013.0,4.0,Junio,Retalhuleu,Retalhuleu,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Guatemala,Villa Nueva,Abril,2013.0,30.0,Enero,Guatemala,Villa Nueva,38.0,34.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Guatemala,Guatemala,Junio,2013.0,8.0,Marzo,Guatemala,Guatemala,Ignorado,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2013.0,8.0,Marzo,Guatemala,Guatemala,Ignorado,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Guatemala,Mixco,Enero,2014.0,27.0,Agosto,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Conductores de vehículos y operadores de equipos pesados móviles,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2013.0,17.0,Enero,Guatemala,Guatemala,51.0,39.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Peten,San Benito,Diciembre,2013.0,18.0,Noviembre,Peten,San Benito,81.0,33.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ignorado,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Marzo,2014.0,26.0,Febrero,Guatemala,Guatemala,32.0,28.0,Mestizo / ladino,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Vendedores ambulantes de servicios y afines,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2014.0,21.0,Noviembre,Guatemala,Mixco,30.0,29.0,Ignorado,Ignorado,Guatemala,Canadá,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2013.0,25.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,El Salvador,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Enero,2014.0,2.0,Octubre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2014.0,4.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Junio,2014.0,6.0,Septiembre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Izabal,Morales,Diciembre,2013.0,13.0,Noviembre,Peten,San Luis,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2013.0,15.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Febrero,2014.0,20.0,Diciembre,Quetzaltenango,Quetzaltenango,32.0,32.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,San José Pinula,Marzo,2014.0,15.0,Marzo,Guatemala,Guatemala,23.0,28.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Suchitepequez,Mazatenango,Mayo,2014.0,19.0,Septiembre,Suchitepequez,San Bernardino,29.0,27.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Santa Catarina Pinula,Enero,2014.0,1.0,Octubre,Guatemala,Guatemala,31.0,26.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Enero,2014.0,24.0,Enero,Guatemala,Guatemala,31.0,25.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Diciembre,2013.0,24.0,Octubre,Guatemala,Villa Nueva,29.0,24.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Diciembre,2013.0,8.0,Octubre,Guatemala,Villa Nueva,26.0,24.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Escuintla,Palín,Febrero,2014.0,12.0,Junio,Escuintla,Palín,26.0,23.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Baja Verapaz,San Miguel Chicaj,Febrero,2014.0,18.0,Diciembre,Baja Verapaz,San Miguel Chicaj,25.0,21.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Julio,2013.0,2.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2013.0,8.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Agosto,2013.0,31.0,Mayo,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2013.0,5.0,Enero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Mayo,2013.0,24.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Julio,2013.0,6.0,Marzo,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2013.0,12.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2013.0,18.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2013.0,22.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
