DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Chiquimula,Esquipulas,Septiembre,2015.0,27.0,Julio,Chiquimula,Esquipulas,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2015.0,14.0,Mayo,Zacapa,La Unión,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Zacapa,Gualán,Marzo,2015.0,29.0,Enero,Zacapa,Gualán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Zacapa,Zacapa,Mayo,2015.0,6.0,Mayo,Zacapa,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Izabal,Morales,Abril,2016.0,11.0,Noviembre,Izabal,Morales,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Izabal,Morales,Octubre,2015.0,8.0,Septiembre,Izabal,Morales,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Escuintla,Escuintla,Febrero,2016.0,8.0,Mayo,Izabal,Livingston,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Marzo,2016.0,5.0,Junio,Baja Verapaz,Rabinal,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Agosto,2015.0,27.0,Febrero,Baja Verapaz,Salamá,52.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Peten,San Benito,Agosto,2015.0,10.0,Julio,Quiche,Ixcán,Ignorado,Ignorado,Maya,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Quiche,Chajul,Septiembre,2015.0,18.0,Mayo,Quiche,Chajul,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Quiche,Zacualpa,Septiembre,2015.0,7.0,Agosto,Quiche,Santa Cruz del Quiché,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Retalhuleu,Retalhuleu,Noviembre,2015.0,15.0,Octubre,Huehuetenango,Barillas,36.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
San Marcos,Pajapita,Agosto,2015.0,2.0,Febrero,San Marcos,Pajapita,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
San Marcos,Malacatán,Noviembre,2015.0,11.0,Agosto,San Marcos,Malacatán,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Retalhuleu,San Martín Zapotitlán,Junio,2016.0,12.0,Octubre,Retalhuleu,San Felipe,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Retalhuleu,Retalhuleu,Agosto,2015.0,1.0,Junio,Retalhuleu,Retalhuleu,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Septiembre,2015.0,3.0,Agosto,Suchitepequez,San Miguel Panán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Quetzaltenango,Quetzaltenango,Noviembre,2015.0,8.0,Mayo,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Totonicapan,San Cristóbal Totonicapán,Noviembre,2015.0,20.0,Agosto,Totonicapan,San Cristóbal Totonicapán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Totonicapan,San Cristóbal Totonicapán,Abril,2016.0,21.0,Julio,Totonicapan,San Cristóbal Totonicapán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Santa Rosa,Barberena,Agosto,2015.0,26.0,Junio,Santa Rosa,Barberena,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Escuintla,Tiquisate,Febrero,2016.0,11.0,Diciembre,Escuintla,Tiquisate,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Escuintla,La Democracia,Enero,2016.0,10.0,Septiembre,Escuintla,La Democracia,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Escuintla,Santa Lucía Cotzumalguapa,Julio,2015.0,5.0,Mayo,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Escuintla,Siquinalá,Mayo,2015.0,23.0,Marzo,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Escuintla,Escuintla,Agosto,2015.0,15.0,Junio,Escuintla,Escuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chimaltenango,Chimaltenango,Abril,2015.0,25.0,Marzo,Chimaltenango,Zaragoza,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chimaltenango,Chimaltenango,Septiembre,2015.0,13.0,Marzo,Chimaltenango,Zaragoza,42.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chimaltenango,Chimaltenango,Septiembre,2015.0,11.0,Agosto,Chimaltenango,Acatenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2016.0,14.0,Diciembre,Chimaltenango,San Martín Jilotepeque,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chimaltenango,Chimaltenango,Octubre,2015.0,25.0,Septiembre,Chimaltenango,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chimaltenango,Chimaltenango,Agosto,2015.0,26.0,Junio,Chimaltenango,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chimaltenango,Chimaltenango,Abril,2015.0,2.0,Marzo,Chimaltenango,Chimaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Sacatepequez,Ciudad Vieja,Noviembre,2015.0,19.0,Octubre,Sacatepequez,Ciudad Vieja,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Mixco,Septiembre,2015.0,23.0,Abril,Sacatepequez,Santa Lucía Milpas Altas,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2015.0,20.0,Mayo,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Sacatepequez,Antigua Guatemala,Enero,2016.0,5.0,Octubre,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Sacatepequez,Antigua Guatemala,Septiembre,2015.0,18.0,Mayo,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Sacatepequez,Antigua Guatemala,Febrero,2015.0,19.0,Enero,Sacatepequez,Antigua Guatemala,44.0,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Sacatepequez,San Lucas Sacatepéquez,Febrero,2015.0,27.0,Enero,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
El Progreso,Sanarate,Marzo,2015.0,26.0,Febrero,El Progreso,Sanarate,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
El Progreso,Guastatoya,Abril,2015.0,7.0,Abril,El Progreso,Guastatoya,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2016.0,14.0,Diciembre,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Septiembre,2015.0,20.0,Mayo,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Agosto,2015.0,19.0,Junio,Guatemala,Palencia,45.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Noviembre,2015.0,12.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2016.0,16.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Noviembre,2015.0,4.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Noviembre,2015.0,2.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2016.0,16.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2015.0,3.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2015.0,5.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,argentina,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Noviembre,2015.0,26.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chimaltenango,Zaragoza,Agosto,2015.0,20.0,Abril,Chimaltenango,Zaragoza,Ignorado,Ignorado,Ignorado,Ignorado,Nicaragua,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,San Raymundo,Octubre,2015.0,11.0,Septiembre,Guatemala,San Juan Sacatepéquez,Ignorado,Ignorado,Ignorado,Ignorado,Rep. De China (Taiwan),Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Agosto,2015.0,24.0,Junio,Guatemala,Guatemala,40.0,39.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Universitario,Ignorado,Profesionales de las ciencias y de la ingeniería
San Marcos,Ayutla,Septiembre,2015.0,23.0,Junio,San Marcos,Ayutla,50.0,41.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Totonicapan,Momostenango,Marzo,2016.0,9.0,Octubre,Totonicapan,Momostenango,Ignorado,50.0,Ignorado,Maya,Guatemala,Guatemala,Ninguno,Diversificado,Ignorado,Profesionales de la enseñanza
Guatemala,Guatemala,Mayo,2015.0,10.0,Abril,Guatemala,Guatemala,Ignorado,31.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Diversificado,Ignorado,Empleados contables y encargados del registro de materiales
Alta Verapaz,San Cristóbal Verapaz,Julio,2015.0,4.0,Febrero,Baja Verapaz,Cubulco,28.0,28.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Diversificado,Ignorado,No especificado en otro grupo
Retalhuleu,San Sebastián,Junio,2015.0,6.0,Abril,Retalhuleu,San Sebastián,21.0,20.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Diversificado,Ignorado,No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Septiembre,2015.0,24.0,Julio,Quetzaltenango,Quetzaltenango,25.0,28.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Diversificado,Ignorado,No especificado en otro grupo
Guatemala,San Raymundo,Noviembre,2015.0,25.0,Junio,Guatemala,San Raymundo,51.0,47.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Diversificado,Ignorado,No especificado en otro grupo
Guatemala,Santa Catarina Pinula,Agosto,2015.0,3.0,Agosto,Guatemala,Guatemala,37.0,23.0,Ignorado,Ignorado,Estados Unidos de América,Guatemala,Ninguno,Diversificado,Ignorado,No especificado en otro grupo
Huehuetenango,Huehuetenango,Abril,2016.0,15.0,Octubre,Huehuetenango,Huehuetenango,Ignorado,37.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Diversificado,Ignorado,Ignorado
Jutiapa,El Progreso,Septiembre,2015.0,5.0,Agosto,Jutiapa,El Progreso,Ignorado,31.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Básico,Ignorado,Vendedores
Alta Verapaz,Cobán,Junio,2016.0,17.0,Julio,Alta Verapaz,San Pedro Carchá,52.0,51.0,Maya,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Básico,Ignorado,No especificado en otro grupo
Baja Verapaz,San Jerónimo,Junio,2015.0,22.0,Abril,Baja Verapaz,San Jerónimo,Ignorado,Ignorado,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Básico,Ignorado,Ignorado
Baja Verapaz,Salamá,Mayo,2015.0,18.0,Febrero,Baja Verapaz,Salamá,41.0,41.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Básico,Ignorado,Ignorado
Baja Verapaz,Salamá,Abril,2015.0,18.0,Febrero,Baja Verapaz,Salamá,41.0,41.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Básico,Ignorado,Ignorado
Huehuetenango,Huehuetenango,Agosto,2015.0,8.0,Abril,Huehuetenango,Huehuetenango,58.0,48.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Básico,Ignorado,Ignorado
Quetzaltenango,Quetzaltenango,Marzo,2016.0,6.0,Julio,Quetzaltenango,Quetzaltenango,Ignorado,37.0,Ignorado,Maya,Guatemala,Guatemala,Ninguno,Básico,Ignorado,Ignorado
Chimaltenango,Chimaltenango,Abril,2015.0,16.0,Marzo,Chimaltenango,Chimaltenango,Ignorado,41.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Básico,Ignorado,Ignorado
Jutiapa,Atescatempa,Mayo,2016.0,4.0,Diciembre,Jutiapa,San José Acatempa,42.0,37.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,No especificado en otro grupo
Zacapa,Gualán,Marzo,2016.0,30.0,Diciembre,Zacapa,Gualán,Ignorado,26.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,No especificado en otro grupo
Baja Verapaz,Purulhá,Julio,2015.0,26.0,Marzo,Baja Verapaz,Purulhá,31.0,25.0,Ignorado,Maya,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,No especificado en otro grupo
Quetzaltenango,Colomba,Noviembre,2015.0,22.0,Junio,Quetzaltenango,Colomba,41.0,36.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,No especificado en otro grupo
Quetzaltenango,Colomba,Octubre,2015.0,10.0,Junio,Quetzaltenango,Colomba,Ignorado,30.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,No especificado en otro grupo
Quetzaltenango,San Carlos Sija,Octubre,2015.0,20.0,Agosto,Quetzaltenango,San Carlos Sija,Ignorado,36.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,No especificado en otro grupo
Quetzaltenango,San Carlos Sija,Marzo,2016.0,5.0,Junio,Quetzaltenango,San Carlos Sija,Ignorado,40.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,No especificado en otro grupo
Chimaltenango,Tecpán Guatemala,Mayo,2015.0,2.0,Marzo,Chimaltenango,Tecpán Guatemala,Ignorado,36.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,No especificado en otro grupo
Santa Rosa,Santa María Ixhuatán,Marzo,2016.0,20.0,Noviembre,Santa Rosa,Santa María Ixhuatán,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,Ignorado
Guatemala,Guatemala,Mayo,2015.0,27.0,Marzo,Guatemala,Villa Nueva,41.0,33.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Operadores de instalaciones fijas y máquinas
Jutiapa,Jutiapa,Julio,2015.0,27.0,Mayo,Jutiapa,Jutiapa,28.0,30.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Quiche,Zacualpa,Junio,2015.0,10.0,Abril,Huehuetenango,Huehuetenango,Ignorado,52.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Retalhuleu,Retalhuleu,Agosto,2015.0,8.0,Julio,Retalhuleu,Retalhuleu,Ignorado,27.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2016.0,30.0,Octubre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2015.0,2.0,Octubre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Guatemala,Guatemala,Junio,2015.0,14.0,Abril,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Sacatepequez,Jocotenango,Enero,2016.0,28.0,Agosto,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2015.0,22.0,Junio,Guatemala,San Pedro Ayampuc,Ignorado,21.0,Ignorado,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Guatemala,Guatemala,Junio,2015.0,20.0,Mayo,Guatemala,Guatemala,24.0,24.0,Ignorado,Ignorado,Estados Unidos de América,Guatemala,Ninguno,Ninguno,Ignorado,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2016.0,25.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,República Dominicana,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2015.0,26.0,Mayo,Jutiapa,Quesada,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Jutiapa,Quesada,Enero,2016.0,17.0,Noviembre,Jutiapa,Quesada,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Jutiapa,Quesada,Julio,2015.0,30.0,Abril,Jutiapa,Quesada,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Jutiapa,Quesada,Mayo,2015.0,24.0,Abril,Jutiapa,Quesada,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Jutiapa,Quesada,Agosto,2015.0,13.0,Abril,Jutiapa,Quesada,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Jutiapa,Conguaco,Noviembre,2015.0,1.0,Octubre,Jutiapa,Conguaco,33.0,25.0,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Jutiapa,Jalpatagua,Julio,2015.0,5.0,Mayo,Jutiapa,Jalpatagua,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Chiquimula,Esquipulas,Abril,2015.0,3.0,Marzo,Chiquimula,Esquipulas,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2015.0,30.0,Abril,Zacapa,Gualán,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Quetzaltenango,Quetzaltenango,Diciembre,2015.0,18.0,Septiembre,Zacapa,Gualán,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Zacapa,Gualán,Noviembre,2015.0,24.0,Septiembre,Zacapa,Gualán,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Zacapa,Gualán,Febrero,2016.0,6.0,Agosto,Zacapa,Gualán,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Zacapa,Gualán,Septiembre,2015.0,6.0,Agosto,Zacapa,Gualán,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Zacapa,Gualán,Septiembre,2015.0,25.0,Junio,Zacapa,Gualán,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Zacapa,Zacapa,Agosto,2015.0,6.0,Mayo,Zacapa,Estanzuela,Ignorado,Ignorado,Mestizo / ladino,Mestizo / ladino,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Zacapa,Zacapa,Febrero,2016.0,14.0,Diciembre,Zacapa,Zacapa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Zacapa,Zacapa,Noviembre,2015.0,5.0,Octubre,Zacapa,Zacapa,44.0,38.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Izabal,Morales,Agosto,2015.0,2.0,Julio,Izabal,Morales,44.0,39.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Izabal,Livingston,Julio,2015.0,4.0,Junio,Izabal,Puerto Barrios,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
