DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Alta Verapaz,Santa Cruz Verapaz,Agosto,2018.0,23.0,Abril,Guatemala,Palencia,Ignorado,Ignorado,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Escuintla,Tiquisate,Junio,2018.0,23.0,Abril,Escuintla,Tiquisate,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chiquimula,Olopa,Junio,2018.0,7.0,Junio,Chiquimula,Olopa,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Sacatepequez,Santa Lucía Milpas Altas,Agosto,2018.0,25.0,Julio,Escuintla,Tiquisate,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Noviembre,2018.0,11.0,Junio,Guatemala,Chinautla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Escuintla,Tiquisate,Mayo,2018.0,19.0,Febrero,Escuintla,Tiquisate,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Jalapa,Jalapa,Enero,2019.0,13.0,Noviembre,Jalapa,Mataquescuintla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chiquimula,Chiquimula,Abril,2019.0,18.0,Diciembre,Chiquimula,Esquipulas,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Villa Nueva,Julio,2018.0,11.0,Abril,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Sacatepequez,San Lucas Sacatepéquez,Mayo,2019.0,22.0,Mayo,Sacatepequez,San Lucas Sacatepéquez,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Peten,Poptún,Junio,2018.0,16.0,Mayo,Peten,Poptún,Ignorado,Ignorado,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Quiche,Joyabaj,Junio,2018.0,27.0,Febrero,Quiche,Joyabaj,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Amatitlán,Julio,2018.0,31.0,Mayo,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chimaltenango,Parramos,Marzo,2018.0,9.0,Febrero,Chimaltenango,Parramos,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Amatitlán,Julio,2018.0,20.0,Junio,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Mayo,2019.0,24.0,Abril,Guatemala,Villa Canales,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
San Marcos,Pajapita,Mayo,2018.0,4.0,Abril,San Marcos,Pajapita,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Villa Nueva,Enero,2019.0,12.0,Marzo,Quiche,Chiché,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Chiquimula,Chiquimula,Octubre,2018.0,24.0,Mayo,Chiquimula,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2018.0,19.0,Abril,Guatemala,Guatemala,32.0,27.0,Ignorado,Ladino / Mestizo,Costa Rica,Guatemala,Ninguno,Diversificado,Ignorado,Ignorado
Baja Verapaz,San Jerónimo,Diciembre,2018.0,4.0,Septiembre,Baja Verapaz,San Jerónimo,33.0,29.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Básico,Ignorado,Ignorado
Guatemala,Villa Canales,Agosto,2018.0,4.0,Junio,Guatemala,Villa Canales,50.0,49.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Básico,Ignorado,Ignorado
Baja Verapaz,Salamá,Febrero,2019.0,5.0,Abril,Baja Verapaz,Salamá,Ignorado,39.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Primaria,Ignorado,Ignorado
Jutiapa,Santa Catarina Mita,Octubre,2018.0,24.0,Agosto,Jutiapa,Santa Catarina Mita,34.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Huehuetenango,Huehuetenango,Junio,2019.0,22.0,Agosto,Huehuetenango,Barillas,32.0,28.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
El Progreso,Guastatoya,Septiembre,2018.0,23.0,Julio,El Progreso,El Jícaro,30.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Amatitlán,Agosto,2018.0,8.0,Agosto,Quiche,Santa Cruz del Quiché,32.0,29.0,Maya,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Huehuetenango,Huehuetenango,Julio,2018.0,22.0,Mayo,Huehuetenango,Barillas,35.0,30.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Retalhuleu,Retalhuleu,Octubre,2018.0,29.0,Mayo,Retalhuleu,San Sebastián,34.0,32.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Alta Verapaz,San Juan Chamelco,Noviembre,2018.0,1.0,Octubre,Alta Verapaz,San Pedro Carchá,35.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,El Salvador,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2018.0,12.0,Marzo,Baja Verapaz,San Jerónimo,Ignorado,33.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,San Raymundo,Mayo,2018.0,1.0,Abril,Guatemala,San Raymundo,34.0,34.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Solola,Santiago Atitlán,Agosto,2018.0,21.0,Febrero,Solola,Santiago Atitlán,46.0,36.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,San Juan Sacatepéquez,Octubre,2018.0,21.0,Agosto,Guatemala,San Juan Sacatepéquez,Ignorado,36.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Noviembre,2018.0,21.0,Septiembre,Guatemala,Guatemala,39.0,39.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Santa Rosa,Taxisco,Octubre,2018.0,12.0,Septiembre,Santa Rosa,San Juan Tecuaco,40.0,40.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
San Marcos,Malacatán,Junio,2018.0,13.0,Marzo,San Marcos,San Pablo,40.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Agosto,2018.0,5.0,Marzo,Guatemala,Guatemala,51.0,40.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Alta Verapaz,San Pedro Carchá,Julio,2018.0,22.0,Febrero,Alta Verapaz,San Pedro Carchá,38.0,42.0,Maya,Maya,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
San Marcos,La Reforma,Diciembre,2018.0,26.0,Septiembre,San Marcos,La Reforma,Ignorado,42.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Abril,2019.0,4.0,Junio,Guatemala,Guatemala,40.0,43.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,San Raymundo,Septiembre,2018.0,6.0,Junio,Guatemala,San Raymundo,44.0,43.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Marzo,2019.0,28.0,Junio,Guatemala,Guatemala,45.0,44.0,Ignorado,Ignorado,Nicaragua,El Salvador,Ninguno,Ninguno,Ignorado,Ignorado
Baja Verapaz,Salamá,Agosto,2018.0,5.0,Junio,Baja Verapaz,Cubulco,Ignorado,44.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Marzo,2019.0,4.0,Diciembre,Guatemala,Guatemala,58.0,51.0,Ignorado,Ignorado,Italia,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
El Progreso,Guastatoya,Enero,2019.0,10.0,Agosto,El Progreso,El Jícaro,63.0,51.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Escuintla,Tiquisate,Abril,2018.0,7.0,Marzo,Escuintla,Tiquisate,55.0,55.0,Ignorado,Ignorado,Guatemala,El Salvador,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Octubre,2018.0,6.0,Julio,Guatemala,Guatemala,65.0,61.0,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Suchitepequez,San Lorenzo,Agosto,2018.0,25.0,Junio,Suchitepequez,Mazatenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Huehuetenango,Huehuetenango,Octubre,2018.0,24.0,Agosto,Huehuetenango,Huehuetenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Zacapa,Estanzuela,Julio,2018.0,13.0,Junio,Zacapa,Estanzuela,Ignorado,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Izabal,El Estor,Abril,2018.0,27.0,Febrero,Izabal,El Estor,Ignorado,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Quetzaltenango,Zunil,Mayo,2018.0,19.0,Abril,San Marcos,San Pablo,Ignorado,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Quetzaltenango,San Carlos Sija,Agosto,2018.0,21.0,Mayo,Quetzaltenango,San Carlos Sija,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Solola,Sololá,Mayo,2018.0,27.0,Febrero,Solola,Sololá,Ignorado,Ignorado,Ignorado,Maya,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Mayo,2018.0,8.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2018.0,1.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Febrero,2019.0,11.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,San José Pinula,Mayo,2019.0,9.0,Octubre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Amatitlán,Febrero,2019.0,22.0,Enero,Guatemala,Amatitlán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Villa Nueva,Marzo,2018.0,16.0,Febrero,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Quetzaltenango,Quetzaltenango,Diciembre,2018.0,6.0,Noviembre,Quetzaltenango,Coatepeque,Ignorado,Ignorado,Ignorado,Ignorado,Honduras,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Septiembre,2018.0,6.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Izabal,Morales,Diciembre,2018.0,5.0,Diciembre,Quetzaltenango,Sibilia,29.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2019.0,26.0,Abril,Sacatepequez,Antigua Guatemala,54.0,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Abril,2018.0,19.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2019.0,15.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Santa Catarina Pinula,Abril,2019.0,20.0,Diciembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Jalapa,Jalapa,Abril,2018.0,14.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Totonicapan,Totonicapán,Abril,2018.0,12.0,Abril,Totonicapan,Totonicapán,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
San Marcos,San Marcos,Mayo,2018.0,16.0,Febrero,San Marcos,San Marcos,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Huehuetenango,Cuilco,Mayo,2018.0,15.0,Enero,Huehuetenango,Huehuetenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Suchitepequez,Mazatenango,Junio,2018.0,2.0,Abril,Suchitepequez,Mazatenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Junio,2018.0,5.0,Enero,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Jutiapa,Santa Catarina Mita,Junio,2018.0,30.0,Abril,Suchitepequez,Mazatenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Baja Verapaz,Salamá,Julio,2018.0,12.0,Febrero,Baja Verapaz,Salamá,Ignorado,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Huehuetenango,Huehuetenango,Agosto,2018.0,13.0,Julio,Huehuetenango,Huehuetenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Agosto,2018.0,24.0,Mayo,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Escuintla,Masagua,Agosto,2018.0,12.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Baja Verapaz,Salamá,Agosto,2018.0,9.0,Julio,Baja Verapaz,Salamá,Ignorado,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Retalhuleu,Retalhuleu,Agosto,2018.0,7.0,Junio,Retalhuleu,Retalhuleu,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Baja Verapaz,Salamá,Septiembre,2018.0,22.0,Marzo,Baja Verapaz,Salamá,Ignorado,Ignorado,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Sacatepequez,Antigua Guatemala,Septiembre,2018.0,4.0,Junio,Sacatepequez,Antigua Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Octubre,2018.0,30.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
