DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Guatemala,Guatemala,Enero,2023.0,14.0,Diciembre,Guatemala,Guatemala,38.0,43.0,Ignorado,"Mestizo, Ladino",Canadá,Guatemala,Ignorado,Universitario,Oficiales de las fuerzas armadas,Oficiales de las fuerzas armadas
Guatemala,Villa Nueva,Septiembre,2022.0,16.0,Agosto,Guatemala,Guatemala,30.0,35.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Universitario,Oficiales de las fuerzas armadas,"Profesionales en derecho, en ciencias sociales y culturales"
Zacapa,Zacapa,Enero,2023.0,7.0,Diciembre,Guatemala,Guatemala,33.0,30.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Oficiales de las fuerzas armadas,"Profesionales en derecho, en ciencias sociales y culturales"
Guatemala,Guatemala,Octubre,2022.0,20.0,Septiembre,Guatemala,Guatemala,34.0,32.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Oficiales de las fuerzas armadas,Oficinistas
Guatemala,Guatemala,Diciembre,2022.0,28.0,Noviembre,Guatemala,Guatemala,31.0,24.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Oficiales de las fuerzas armadas,Empleados contables y encargados del registro de materiales
Guatemala,Guatemala,Marzo,2023.0,14.0,Noviembre,Guatemala,Guatemala,32.0,32.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Oficiales de las fuerzas armadas,Empleados contables y encargados del registro de materiales
Guatemala,Guatemala,Enero,2023.0,6.0,Diciembre,Guatemala,Guatemala,35.0,24.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Oficiales de las fuerzas armadas,No especificado en otro grupo
Retalhuleu,Retalhuleu,Marzo,2022.0,28.0,Febrero,Retalhuleu,Retalhuleu,34.0,34.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Diversificado,Oficiales de las fuerzas armadas,Profesionales de la enseñanza
Chiquimula,Chiquimula,Marzo,2023.0,24.0,Agosto,Chiquimula,Chiquimula,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Bélgica,Ignorado,Ignorado,Oficiales de las fuerzas armadas,No especificado en otro grupo
Retalhuleu,Retalhuleu,Abril,2022.0,7.0,Abril,Guatemala,Mixco,39.0,41.0,Ignorado,"Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Universitario,Oficiales de las fuerzas armadas,Oficiales de las fuerzas armadas
Guatemala,Guatemala,Marzo,2022.0,21.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Otros miembros de las fuerzas armadas,Profesionales de la enseñanza
Guatemala,Villa Nueva,Septiembre,2022.0,19.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Otros miembros de las fuerzas armadas,No especificado en otro grupo
Baja Verapaz,San Miguel Chicaj,Noviembre,2022.0,27.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Otros miembros de las fuerzas armadas,Ignorado
Zacapa,Zacapa,Diciembre,2022.0,21.0,Noviembre,Zacapa,Zacapa,27.0,23.0,"Mestizo, Ladino",Ignorado,Guatemala,Guatemala,Ignorado,Primaria,Otros miembros de las fuerzas armadas,No especificado en otro grupo
Santa Rosa,Cuilapa,Marzo,2022.0,14.0,Febrero,Jutiapa,Asunción Mita,46.0,23.0,Ignorado,Ignorado,Estados Unidos De América,Guatemala,Ignorado,Diversificado,Otros miembros de las fuerzas armadas,Trabajadores de los servicios personales
Jutiapa,Asunción Mita,Diciembre,2022.0,28.0,Noviembre,Jutiapa,Asunción Mita,27.0,27.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Diversificado,Básico,Otros miembros de las fuerzas armadas,No especificado en otro grupo
Guatemala,Guatemala,Junio,2023.0,5.0,Diciembre,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Otros miembros de las fuerzas armadas,Oficinistas
Guatemala,Guatemala,Julio,2022.0,6.0,Abril,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguna,Otros miembros de las fuerzas armadas,No especificado en otro grupo
Guatemala,Guatemala,Mayo,2022.0,11.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Oficinistas
Guatemala,Villa Nueva,Octubre,2022.0,19.0,Septiembre,Guatemala,Guatemala,29.0,28.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Diversificado,Diversificado,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Empleados contables y encargados del registro de materiales
Guatemala,Guatemala,Octubre,2022.0,29.0,Agosto,Guatemala,Guatemala,34.0,32.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Otro personal de apoyo administrativo
Quetzaltenango,Quetzaltenango,Junio,2022.0,20.0,Junio,Quetzaltenango,Quetzaltenango,35.0,39.0,"Mestizo, Ladino",Otro,Guatemala,Guatemala,Ignorado,Universitario,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Profesionales de las ciencias y de la ingeniería
Alta Verapaz,Cobán,Septiembre,2022.0,28.0,Enero,Alta Verapaz,Tamahú,44.0,27.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Oficinistas
Quetzaltenango,Flores Costa Cuca,Octubre,2022.0,21.0,Septiembre,Quetzaltenango,Coatepeque,35.0,29.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Post grado,Ignorado,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Oficinistas
Quetzaltenango,Quetzaltenango,Julio,2022.0,12.0,Julio,Quetzaltenango,La Esperanza,34.0,38.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Diciembre,2022.0,22.0,Septiembre,Guatemala,Guatemala,47.0,44.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Ignorado,Directores administradores y comerciales,Directores administradores y comerciales
Izabal,Morales,Abril,2022.0,23.0,Febrero,Guatemala,Guatemala,43.0,42.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Directores administradores y comerciales
Guatemala,Guatemala,Septiembre,2022.0,25.0,Agosto,Guatemala,Guatemala,37.0,37.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Post grado,Ignorado,Directores administradores y comerciales,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Diciembre,2022.0,14.0,Noviembre,Guatemala,Guatemala,53.0,55.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Profesionales de las ciencias y de la ingeniería
Zacapa,Estanzuela,Noviembre,2022.0,18.0,Octubre,Guatemala,Guatemala,48.0,47.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Profesionales de nivel medio en operaciones financieras y administrativas
Guatemala,Villa Nueva,Agosto,2022.0,3.0,Junio,Guatemala,Guatemala,42.0,39.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Directores administradores y comerciales,Oficinistas
Guatemala,San José Pinula,Septiembre,2022.0,23.0,Agosto,Guatemala,Guatemala,37.0,31.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Empleados en trato directo con el público
Guatemala,Guatemala,Julio,2022.0,5.0,Mayo,Guatemala,Guatemala,28.0,31.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Directores administradores y comerciales,Empleados contables y encargados del registro de materiales
Guatemala,Guatemala,Marzo,2023.0,18.0,Febrero,Guatemala,Guatemala,47.0,40.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Empleados contables y encargados del registro de materiales
Guatemala,Villa Nueva,Marzo,2022.0,16.0,Febrero,Guatemala,Guatemala,49.0,44.0,Otro,"Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Vendedores
Guatemala,Guatemala,Agosto,2022.0,8.0,Agosto,Guatemala,Guatemala,48.0,47.0,Otro,"Mestizo, Ladino",Estados Unidos De América,Guatemala,Post grado,Universitario,Directores administradores y comerciales,Vendedores
Guatemala,Guatemala,Septiembre,2022.0,3.0,Agosto,Guatemala,Guatemala,39.0,38.0,"Mestizo, Ladino",Ignorado,Guatemala,Guatemala,Post grado,Ninguna,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Fraijanes,Septiembre,2022.0,5.0,Enero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ninguna,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2022.0,18.0,Noviembre,Guatemala,Guatemala,32.0,32.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Diversificado,Diversificado,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2023.0,28.0,Diciembre,Guatemala,Guatemala,40.0,41.0,"Mestizo, Ladino",Otro,Guatemala,Nicaragua,Post grado,Diversificado,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Mayo,2022.0,18.0,Enero,Guatemala,Guatemala,Ignorado,45.0,Ignorado,Ignorado,El Salvador,Guatemala,Ignorado,Ignorado,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2022.0,3.0,Agosto,Guatemala,Guatemala,43.0,30.0,"Mestizo, Ladino",Otro,Guatemala,Guatemala,Universitario,Diversificado,Directores administradores y comerciales,No especificado en otro grupo
Sacatepéquez,Antigua Guatemala,Mayo,2022.0,27.0,Abril,Sacatepéquez,Antigua Guatemala,29.0,31.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Trabajadores de los servicios personales
Quetzaltenango,Quetzaltenango,Octubre,2022.0,25.0,Octubre,Quetzaltenango,Quetzaltenango,35.0,29.0,Ignorado,"Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Profesionales de la enseñanza
Quetzaltenango,Quetzaltenango,Julio,2022.0,25.0,Julio,Quetzaltenango,Quetzaltenango,37.0,38.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2022.0,9.0,Febrero,Suchitepequez,Mazatenango,46.0,47.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Ignorado,Directores administradores y comerciales,Profesionales de la enseñanza
Izabal,Puerto Barrios,Septiembre,2022.0,8.0,Agosto,Izabal,Puerto Barrios,27.0,24.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Ignorado,Directores administradores y comerciales,Directores administradores y comerciales
Guatemala,Guatemala,Abril,2022.0,3.0,Marzo,Guatemala,Santa Catarina Pinula,39.0,43.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Diciembre,2022.0,23.0,Noviembre,Guatemala,Santa Catarina Pinula,45.0,46.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Enero,2023.0,28.0,Noviembre,Guatemala,San José Pinula,51.0,48.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,Ignorado
Zacapa,Gualán,Mayo,2022.0,20.0,Abril,Zacapa,Gualán,35.0,28.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Diversificado,Primaria,Directores administradores y comerciales,No especificado en otro grupo
Jalapa,Jalapa,Septiembre,2022.0,13.0,Julio,Jutiapa,Asunción Mita,48.0,43.0,"Mestizo, Ladino",Ignorado,Guatemala,Guatemala,Universitario,Ignorado,Directores administradores y comerciales,Ignorado
Retalhuleu,Retalhuleu,Abril,2022.0,7.0,Abril,Retalhuleu,Champerico,35.0,36.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,No especificado en otro grupo
Huehuetenango,Jacaltenango,Abril,2023.0,22.0,Septiembre,Huehuetenango,Jacaltenango,27.0,28.0,"Mestizo, Ladino",Maya,Guatemala,Guatemala,Post grado,Diversificado,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Junio,2022.0,15.0,Marzo,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Directores administradores y comerciales,Especialistas en organización de la administración publica y de empresas
Guatemala,Mixco,Junio,2022.0,10.0,Febrero,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Directores administradores y comerciales,Oficinistas
Guatemala,Guatemala,Agosto,2022.0,5.0,Julio,Guatemala,Mixco,38.0,35.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Directores administradores y comerciales,No especificado en otro grupo
Sacatepéquez,Antigua Guatemala,Abril,2022.0,5.0,Abril,Sacatepéquez,San Miguel Dueñas,41.0,42.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,"Profesionales en derecho, en ciencias sociales y culturales"
Guatemala,Guatemala,Febrero,2023.0,27.0,Diciembre,Guatemala,Villa Nueva,46.0,40.0,Ignorado,Ignorado,Estados Unidos De América,Guatemala,Universitario,Ignorado,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2022.0,26.0,Enero,Guatemala,Villa Nueva,42.0,37.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Ignorado,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Villa Canales,Enero,2023.0,15.0,Noviembre,Guatemala,Villa Canales,34.0,34.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Directores administradores y comerciales,No especificado en otro grupo
Guatemala,Guatemala,Julio,2022.0,26.0,Mayo,Guatemala,Petapa,37.0,35.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Post grado,Diversificado,Directores administradores y comerciales,Técnicos de la tecnología de la información y las comunicaciones
Guatemala,Guatemala,Junio,2023.0,29.0,Junio,Guatemala,Guatemala,40.0,28.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Post grado,Básico,Directores y gerentes de producción y operaciones,No especificado en otro grupo
Escuintla,San Vicente Pacaya,Mayo,2022.0,18.0,Marzo,Escuintla,San Vicente Pacaya,42.0,37.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Diversificado,Directores y gerentes de producción y operaciones,Profesionales de la enseñanza
Guatemala,Guatemala,Julio,2022.0,7.0,Junio,Guatemala,Guatemala,48.0,39.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Directores administradores y comerciales
Sacatepéquez,San Lucas Sacatepéquez,Diciembre,2022.0,24.0,Noviembre,Guatemala,Guatemala,38.0,34.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Directores administradores y comerciales
Guatemala,Guatemala,Julio,2022.0,10.0,Junio,Guatemala,Guatemala,50.0,46.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Directores administradores y comerciales
Guatemala,Guatemala,Septiembre,2022.0,9.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Directores administradores y comerciales
Quetzaltenango,Colomba,Julio,2022.0,18.0,Julio,Guatemala,Guatemala,46.0,46.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Julio,2022.0,14.0,Julio,Guatemala,Guatemala,66.0,60.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Marzo,2022.0,22.0,Marzo,Guatemala,Guatemala,48.0,42.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2022.0,22.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Octubre,2022.0,28.0,Septiembre,Guatemala,Guatemala,36.0,34.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Noviembre,2022.0,6.0,Octubre,Guatemala,Guatemala,42.0,41.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Octubre,2022.0,14.0,Septiembre,Guatemala,Guatemala,29.0,29.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Abril,2022.0,11.0,Marzo,Guatemala,Guatemala,35.0,34.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Marzo,2022.0,17.0,Febrero,Guatemala,Guatemala,41.0,30.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Junio,2022.0,12.0,Mayo,Guatemala,Guatemala,32.0,31.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Agosto,2022.0,5.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Sacatepéquez,San Lucas Sacatepéquez,Septiembre,2022.0,22.0,Agosto,Guatemala,Guatemala,37.0,34.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2023.0,4.0,Agosto,Guatemala,Guatemala,38.0,33.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Escuintla,Santa Lucía Cotzumalguapa,Agosto,2022.0,3.0,Mayo,Guatemala,Guatemala,39.0,42.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Julio,2022.0,9.0,Mayo,Guatemala,Guatemala,35.0,35.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Septiembre,2022.0,10.0,Agosto,Guatemala,Guatemala,38.0,33.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Enero,2023.0,13.0,Septiembre,Guatemala,Guatemala,37.0,33.0,"Mestizo, Ladino",Otro,Guatemala,Estados Unidos De América,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Marzo,2022.0,11.0,Marzo,Guatemala,Guatemala,32.0,27.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Octubre,2022.0,11.0,Agosto,Guatemala,Guatemala,44.0,46.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Septiembre,2022.0,7.0,Septiembre,Guatemala,Guatemala,43.0,39.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Noviembre,2022.0,5.0,Octubre,Guatemala,Guatemala,46.0,41.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2022.0,31.0,Marzo,Guatemala,Guatemala,40.0,40.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Enero,2023.0,27.0,Diciembre,Guatemala,Guatemala,42.0,43.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Enero,2023.0,15.0,Diciembre,Guatemala,Guatemala,62.0,59.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Enero,2023.0,21.0,Diciembre,Guatemala,Guatemala,41.0,42.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Post grado,Post grado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Marzo,2022.0,25.0,Febrero,Guatemala,Guatemala,37.0,34.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Agosto,2022.0,14.0,Febrero,Guatemala,Guatemala,44.0,40.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Guatemala,Guatemala,Julio,2022.0,21.0,Junio,Guatemala,Guatemala,29.0,32.0,"Mestizo, Ladino",Ignorado,Guatemala,España,Ignorado,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Guatemala,Guatemala,Octubre,2022.0,5.0,Octubre,Guatemala,Guatemala,38.0,36.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Ignorado,Diversificado,Profesionales de las ciencias y de la ingeniería,Profesionales de la enseñanza
Guatemala,Guatemala,Mayo,2022.0,16.0,Marzo,Guatemala,Guatemala,34.0,33.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Post grado,Profesionales de las ciencias y de la ingeniería,Profesionales de la enseñanza
Guatemala,Guatemala,Septiembre,2022.0,1.0,Julio,Guatemala,Guatemala,69.0,Ignorado,"Mestizo, Ladino",Ignorado,Guatemala,Guatemala,Universitario,Ignorado,Profesionales de las ciencias y de la ingeniería,Especialistas en organización de la administración publica y de empresas
Chimaltenango,Santa Cruz Balanyá,Septiembre,2022.0,1.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Especialistas en organización de la administración publica y de empresas
Guatemala,Guatemala,Noviembre,2022.0,3.0,Noviembre,Guatemala,Guatemala,52.0,50.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Especialistas en organización de la administración publica y de empresas
Alta Verapaz,Cobán,Mayo,2023.0,24.0,Octubre,Guatemala,Guatemala,42.0,41.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Especialistas en organización de la administración publica y de empresas
Guatemala,Guatemala,Agosto,2022.0,8.0,Julio,Guatemala,Guatemala,42.0,34.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Post grado,Universitario,Profesionales de las ciencias y de la ingeniería,Especialistas en organización de la administración publica y de empresas
Guatemala,Guatemala,Noviembre,2022.0,10.0,Octubre,Guatemala,Guatemala,32.0,29.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Ignorado,Profesionales de las ciencias y de la ingeniería,"Profesionales en derecho, en ciencias sociales y culturales"
Guatemala,Guatemala,Abril,2022.0,9.0,Febrero,Guatemala,Guatemala,41.0,38.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,"Profesionales en derecho, en ciencias sociales y culturales"
Guatemala,Guatemala,Junio,2022.0,25.0,Marzo,Guatemala,Guatemala,46.0,44.0,"Mestizo, Ladino","Mestizo, Ladino",Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,"Profesionales en derecho, en ciencias sociales y culturales"
