DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Quetzaltenango,Coatepeque,Marzo,2021.0,2.0,Marzo,Quetzaltenango,Coatepeque,27.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Santa Rosa,Cuilapa,Marzo,2021.0,25.0,Febrero,Guatemala,Guatemala,40.0,29.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
El Progreso,Guastatoya,Marzo,2021.0,4.0,Marzo,El Progreso,El Jícaro,39.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Santa Rosa,Cuilapa,Abril,2021.0,8.0,Abril,Santa Rosa,Cuilapa,41.0,45.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Sacatepéquez,San Lucas Sacatepéquez,Abril,2021.0,18.0,Marzo,Huehuetenango,San Sebastián Coatán,24.0,25.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Mixco,Abril,2021.0,16.0,Marzo,Guatemala,Villa Nueva,29.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Jalapa,Jalapa,Abril,2021.0,1.0,Febrero,Jalapa,San Pedro Pinula,42.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Abril,2021.0,9.0,Febrero,Quetzaltenango,Quetzaltenango,40.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,Colomba,Abril,2021.0,23.0,Marzo,San Marcos,Ocós,53.0,48.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,San Raymundo,Abril,2021.0,18.0,Marzo,Quiché,Canillá,58.0,46.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Santa Rosa,Cuilapa,Abril,2021.0,16.0,Marzo,Santa Rosa,Taxisco,74.0,62.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Izabal,Livingston,Mayo,2021.0,13.0,Abril,Izabal,Livingston,51.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Huehuetenango,Mayo,2021.0,27.0,Enero,Huehuetenango,Cuilco,27.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Retalhuleu,Santa Cruz Muluá,Mayo,2021.0,24.0,Marzo,Retalhuleu,San Andrés Villa Seca,28.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quiché,Zacualpa,Mayo,2021.0,26.0,Marzo,Quiché,Zacualpa,25.0,21.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Baja Verapaz,Salamá,Mayo,2021.0,5.0,Marzo,Baja Verapaz,Salamá,39.0,23.0,Ignorado,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,San Pedro Necta,Mayo,2021.0,25.0,Febrero,Huehuetenango,San Pedro Necta,32.0,31.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Concepción Huista,Mayo,2021.0,19.0,Enero,Huehuetenango,Concepción Huista,30.0,26.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Huehuetenango,Mayo,2021.0,7.0,Abril,Huehuetenango,San Juan Ixcoy,42.0,43.0,Otro,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,Chimaltenango,Mayo,2021.0,29.0,Abril,Escuintla,Tiquisate,47.0,39.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Petén,San Benito,Mayo,2021.0,11.0,Marzo,Petén,El Chal,30.0,26.0,Maya,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Izabal,Los Amates,Mayo,2021.0,26.0,Febrero,Izabal,Los Amates,34.0,31.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Amatitlán,Mayo,2021.0,28.0,Enero,Guatemala,Amatitlán,27.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Escuintla,San Vicente Pacaya,Mayo,2021.0,28.0,Enero,Jutiapa,Moyuta,50.0,48.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Mayo,2021.0,4.0,Mayo,Quetzaltenango,Colomba,33.0,31.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Suchitepéquez,San José la Maquina,Mayo,2021.0,27.0,Mayo,Quetzaltenango,San Carlos Sija,37.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,Chimaltenango,Junio,2021.0,7.0,Mayo,Chimaltenango,San Martín Jilotepeque,35.0,31.0,Otro,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Pajapita,Junio,2021.0,4.0,Junio,San Marcos,Ocós,47.0,41.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Huehuetenango,Junio,2021.0,3.0,Mayo,Huehuetenango,Cuilco,33.0,22.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Izabal,Puerto Barrios,Junio,2021.0,23.0,Junio,Izabal,Morales,38.0,39.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Chinautla,Junio,2021.0,11.0,Junio,Guatemala,San José del Golfo,57.0,23.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Suchitepéquez,San José la Maquina,Junio,2021.0,22.0,Junio,San Marcos,San Cristóbal Cucho,58.0,55.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Suchitepéquez,San José la Maquina,Junio,2021.0,24.0,Mayo,Quetzaltenango,San Carlos Sija,30.0,31.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Petén,San Benito,Junio,2021.0,9.0,Abril,Petén,Sayaxché,32.0,31.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Escuintla,Nueva Concepción,Junio,2021.0,7.0,Mayo,Escuintla,Nueva Concepción,33.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Petén,Poptún,Junio,2021.0,8.0,Abril,Petén,San Luis,56.0,24.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,San Pedro Ayampuc,Junio,2021.0,11.0,Mayo,Guatemala,Villa Nueva,36.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Petén,Poptún,Junio,2021.0,24.0,Marzo,Petén,Poptún,28.0,39.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Sololá,San Antonio Palopó,Junio,2021.0,28.0,Mayo,Sololá,San Antonio Palopó,49.0,44.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Ayutla,Junio,2021.0,26.0,Abril,San Marcos,Ocós,42.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Junio,2021.0,5.0,Mayo,Chimaltenango,San Martín Jilotepeque,54.0,39.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Huehuetenango,Junio,2021.0,7.0,Mayo,Huehuetenango,Todos Santos Cuchumatán,27.0,25.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Jalapa,Jalapa,Junio,2021.0,15.0,Marzo,Jalapa,Monjas,37.0,32.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Malacatán,Junio,2021.0,22.0,Marzo,San Marcos,Malacatán,29.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Ayutla,Junio,2021.0,27.0,Enero,San Marcos,Ayutla,29.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Escuintla,Escuintla,Julio,2021.0,9.0,Junio,Retalhuleu,San Andrés Villa Seca,40.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Retalhuleu,Retalhuleu,Julio,2021.0,14.0,Julio,Retalhuleu,Retalhuleu,27.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Petén,San Benito,Julio,2021.0,25.0,Mayo,Petén,Sayaxché,24.0,22.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Mixco,Julio,2021.0,14.0,Junio,San Marcos,Ixchiguán,35.0,30.0,Maya,Otro,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Escuintla,Escuintla,Julio,2021.0,5.0,Febrero,Escuintla,Escuintla,38.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Tectitán,Julio,2021.0,14.0,Mayo,Huehuetenango,Cuilco,28.0,27.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Malacatán,Julio,2021.0,24.0,Mayo,San Marcos,San Pablo,33.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,Coatepeque,Julio,2021.0,28.0,Mayo,Quetzaltenango,Coatepeque,26.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Julio,2021.0,12.0,Julio,Huehuetenango,San Sebastián Coatán,27.0,23.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Sololá,Sololá,Julio,2021.0,13.0,Abril,Sololá,Panajachel,40.0,43.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Ixtahuacán,Julio,2021.0,13.0,Mayo,Huehuetenango,Ixtahuacán,35.0,28.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Alta Verapaz,San Juan Chamelco,Julio,2021.0,26.0,Marzo,Alta Verapaz,Santa Cruz Verapaz,40.0,39.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Catarina,Agosto,2021.0,10.0,Junio,San Marcos,San Pablo,26.0,22.0,Ladino / Mestizo,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Izabal,Puerto Barrios,Agosto,2021.0,15.0,Abril,Izabal,Morales,46.0,42.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Todos Santos Cuchumatán,Agosto,2021.0,19.0,Agosto,Huehuetenango,Todos Santos Cuchumatán,30.0,23.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quiché,Joyabaj,Agosto,2021.0,9.0,Marzo,Quiché,Joyabaj,24.0,24.0,Otro,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Todos Santos Cuchumatán,Agosto,2021.0,31.0,Mayo,Huehuetenango,Todos Santos Cuchumatán,38.0,43.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Todos Santos Cuchumatán,Agosto,2021.0,10.0,Agosto,Huehuetenango,Todos Santos Cuchumatán,38.0,40.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Tacaná,Agosto,2021.0,3.0,Mayo,San Marcos,Tacaná,46.0,41.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Sololá,Santa Catarina Ixtahuacán,Agosto,2021.0,8.0,Julio,Sololá,Santa Catarina Ixtahuacán,37.0,37.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Agosto,2021.0,22.0,Julio,Guatemala,San Raymundo,31.0,30.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Pajapita,Agosto,2021.0,5.0,Agosto,San Marcos,Ayutla,39.0,36.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Izabal,Morales,Agosto,2021.0,8.0,Julio,Izabal,Morales,24.0,21.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Huehuetenango,Agosto,2021.0,16.0,Marzo,Huehuetenango,Chiantla,29.0,21.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Colotenango,Agosto,2021.0,5.0,Abril,Huehuetenango,Colotenango,48.0,35.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chiquimula,San Jacinto,Agosto,2021.0,13.0,Julio,Chiquimula,Concepción Las Minas,35.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Agosto,2021.0,28.0,Julio,San Marcos,San Rafael Pié de la Cuesta,34.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Cuilco,Agosto,2021.0,26.0,Mayo,Huehuetenango,Cuilco,35.0,44.0,Ladino / Mestizo,Ignorado,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,San José Poaquil,Septiembre,2021.0,14.0,Junio,Chimaltenango,Tecpán Guatemala,36.0,34.0,Maya,Ignorado,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Jutiapa,El Progreso,Septiembre,2021.0,3.0,Septiembre,Jutiapa,El Progreso,32.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Izabal,Los Amates,Septiembre,2021.0,30.0,Julio,Izabal,Los Amates,42.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quiché,Pachalum,Septiembre,2021.0,7.0,Abril,Quiché,Joyabaj,40.0,33.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,Quetzaltenango,Septiembre,2021.0,1.0,Septiembre,Huehuetenango,San Sebastián Coatán,33.0,29.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,Chimaltenango,Septiembre,2021.0,26.0,Agosto,Chimaltenango,Comalapa,35.0,29.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Malacatán,Septiembre,2021.0,8.0,Febrero,San Marcos,San Pablo,41.0,35.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
El Progreso,Guastatoya,Septiembre,2021.0,4.0,Agosto,El Progreso,Guastatoya,43.0,37.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Malacatán,Septiembre,2021.0,6.0,Abril,San Marcos,Malacatán,25.0,25.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Santa Rosa,Cuilapa,Septiembre,2021.0,17.0,Junio,Santa Rosa,Oratorio,57.0,40.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Suchitepéquez,San José la Maquina,Septiembre,2021.0,6.0,Agosto,Huehuetenango,Todos Santos Cuchumatán,30.0,29.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,Zaragoza,Septiembre,2021.0,24.0,Mayo,Chimaltenango,Zaragoza,34.0,34.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2021.0,18.0,Agosto,Guatemala,San José Pinula,39.0,26.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Escuintla,Tiquisate,Septiembre,2021.0,12.0,Julio,Escuintla,Tiquisate,47.0,28.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Fraijanes,Septiembre,2021.0,20.0,Abril,Guatemala,Fraijanes,41.0,36.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quiché,Joyabaj,Septiembre,2021.0,27.0,Julio,Quiché,Joyabaj,31.0,23.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Unión Cantinil,Septiembre,2021.0,19.0,Julio,Huehuetenango,Unión Cantinil,30.0,29.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2021.0,27.0,Julio,San Marcos,Tejutla,57.0,52.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Huehuetenango,Septiembre,2021.0,8.0,Septiembre,Huehuetenango,San Juan Atitán,20.0,22.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Soloma,Septiembre,2021.0,7.0,Julio,Huehuetenango,Soloma,32.0,34.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,El Tumbador,Septiembre,2021.0,24.0,Junio,San Marcos,San Pablo,42.0,38.0,Ladino / Mestizo,Ladino / Mestizo,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Baja Verapaz,Salamá,Junio,2022.0,20.0,Diciembre,Baja Verapaz,Salamá,29.0,28.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Nentón,Octubre,2021.0,13.0,Mayo,Huehuetenango,Nentón,28.0,24.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quiché,Joyabaj,Mayo,2022.0,25.0,Junio,Quiché,Joyabaj,27.0,22.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Soloma,Junio,2022.0,2.0,Julio,Huehuetenango,Soloma,33.0,25.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Barillas,Mayo,2022.0,15.0,Octubre,Huehuetenango,Barillas,29.0,30.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Santa Eulalia,Enero,2022.0,2.0,Septiembre,Huehuetenango,Barillas,29.0,27.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Jacaltenango,Noviembre,2021.0,14.0,Septiembre,Huehuetenango,Jacaltenango,60.0,32.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,Zunil,Noviembre,2021.0,25.0,Octubre,Quetzaltenango,Zunil,25.0,22.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,San José Poaquil,Noviembre,2021.0,20.0,Abril,Chimaltenango,Comalapa,35.0,38.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Chimaltenango,Comalapa,Octubre,2021.0,1.0,Julio,Chimaltenango,Comalapa,35.0,34.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Huehuetenango,Diciembre,2021.0,11.0,Agosto,Huehuetenango,Todos Santos Cuchumatán,29.0,27.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Quetzaltenango,Ostuncalco,Enero,2022.0,2.0,Noviembre,Quetzaltenango,Ostuncalco,27.0,22.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Huehuetenango,Santiago Chimaltenango,Octubre,2021.0,2.0,Julio,Huehuetenango,Santiago Chimaltenango,35.0,32.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,Tajumulco,Diciembre,2021.0,19.0,Julio,San Marcos,Tajumulco,49.0,48.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
San Marcos,San Pablo,Enero,2022.0,1.0,Diciembre,San Marcos,Tajumulco,46.0,41.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Izabal,El Estor,Noviembre,2021.0,30.0,Agosto,Alta Verapaz,Panzós,38.0,36.0,Maya,Maya,Guatemala,Guatemala,Primaria,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
