DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PPERHOM,PPERMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
Guatemala,Guatemala,Diciembre,2016.0,3.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Argentina,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Profesionales de la enseñanza
Guatemala,Guatemala,Agosto,2016.0,17.0,Mayo,Guatemala,Guatemala,58.0,Ignorado,Ignorado,Ignorado,Argentina,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Peten,Flores,Agosto,2016.0,11.0,Agosto,Guatemala,Guatemala,61.0,53.0,Ignorado,Ignorado,Argentina,Guatemala,Ninguno,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Marzo,2017.0,7.0,Octubre,Guatemala,Guatemala,39.0,38.0,Ignorado,Mestizo / Ladino,Austria,Guatemala,Ignorado,Universitario,Vendedores,"Profesionales en derecho, en ciencias sociales y culturales"
Zacapa,Teculután,Febrero,2017.0,23.0,Noviembre,El Progreso,Sanarate,Ignorado,Ignorado,Ignorado,Ignorado,Chile,Guatemala,Ignorado,Ignorado,"Oficiales y operarios de la metalurgia, la construcción mecánica y afines",No especificado en otro grupo
Guatemala,Guatemala,Octubre,2016.0,18.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Chile,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Julio,2016.0,11.0,Abril,Guatemala,Guatemala,54.0,28.0,Ignorado,Mestizo / Ladino,Colombia,Guatemala,Ignorado,Diversificado,Ignorado,Vendedores
Guatemala,Guatemala,Febrero,2017.0,6.0,Diciembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Colombia,Guatemala,Ignorado,Ignorado,"Profesionales en derecho, en ciencias sociales y culturales",No especificado en otro grupo
Guatemala,Guatemala,Septiembre,2016.0,29.0,Agosto,Guatemala,Guatemala,27.0,28.0,Ignorado,Mestizo / Ladino,Colombia,Guatemala,Ignorado,Universitario,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",No especificado en otro grupo
Guatemala,Guatemala,Abril,2016.0,8.0,Enero,Guatemala,Guatemala,37.0,37.0,Ignorado,Mestizo / Ladino,Colombia,Rusia,Ignorado,Ninguno,Ignorado,Ignorado
Guatemala,Guatemala,Septiembre,2016.0,6.0,Abril,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Costa Rica,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Mayo,2016.0,17.0,Marzo,Guatemala,Guatemala,Ignorado,54.0,Ignorado,Ignorado,Costa Rica,Colombia,Ignorado,Ignorado,No especificado en otro grupo,Oficinistas
Guatemala,Guatemala,Enero,2017.0,25.0,Julio,Guatemala,Guatemala,50.0,43.0,Mestizo / Ladino,Mestizo / Ladino,Costa Rica,Guatemala,Universitario,Universitario,No especificado en otro grupo,Otro personal de apoyo administrativo
Guatemala,Guatemala,Octubre,2016.0,8.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Costa Rica,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Trabajadores de los servicios personales
Guatemala,Guatemala,Febrero,2017.0,19.0,Septiembre,Guatemala,Guatemala,62.0,Ignorado,Ignorado,Ignorado,Costa Rica,Guatemala,Ignorado,Ignorado,Vendedores,No especificado en otro grupo
Guatemala,Guatemala,Marzo,2016.0,21.0,Enero,Guatemala,Mixco,Ignorado,42.0,Ignorado,Mestizo / Ladino,Cuba,Guatemala,Ignorado,Universitario,Profesionales de nivel medio de la salud,Profesionales de la salud
San Marcos,Malacatán,Diciembre,2016.0,27.0,Junio,Guatemala,Guatemala,20.0,23.0,Ignorado,Mestizo / Ladino,Cuba,Guatemala,Ignorado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Jutiapa,Jutiapa,Abril,2016.0,5.0,Abril,Izabal,El Estor,Ignorado,Ignorado,Ignorado,Ignorado,Cuba,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Enero,2017.0,6.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Cuba,Guatemala,Ninguno,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Abril,2016.0,15.0,Marzo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Dinamarca,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Noviembre,2016.0,1.0,Septiembre,Guatemala,Guatemala,39.0,37.0,Ignorado,Mestizo / Ladino,El Salvador,Guatemala,Ignorado,Diversificado,Profesionales de las ciencias y la ingeniería de nivel medio,Otro personal de apoyo administrativo
Guatemala,Guatemala,Septiembre,2016.0,22.0,Julio,Guatemala,Guatemala,66.0,47.0,Ignorado,Ignorado,El Salvador,Guatemala,Ignorado,Ignorado,Empleados contables y encargados del registro de materiales,Oficinistas
Guatemala,Guatemala,Diciembre,2016.0,3.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,El Salvador,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Oficinistas
Izabal,Puerto Barrios,Marzo,2016.0,18.0,Febrero,Izabal,Livingston,59.0,56.0,Mestizo / Ladino,Mestizo / Ladino,El Salvador,Guatemala,Ignorado,Ignorado,"Operarios y oficiales de procesamiento de alimentos, de la confección, ebanistas, otros artesanos y afines",No especificado en otro grupo
Jutiapa,El Progreso,Junio,2016.0,4.0,Mayo,Jutiapa,El Progreso,61.0,46.0,Mestizo / Ladino,Mestizo / Ladino,El Salvador,Guatemala,Ignorado,Primaria,"Peones agropecuarios, pesqueros y forestales",No especificado en otro grupo
Guatemala,Guatemala,Octubre,2016.0,22.0,Julio,Guatemala,Villa Nueva,26.0,29.0,Mestizo / Ladino,Mestizo / Ladino,El Salvador,Guatemala,Ignorado,Diversificado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Agosto,2016.0,23.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,El Salvador,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Abril,2016.0,15.0,Febrero,Guatemala,Guatemala,36.0,37.0,Ignorado,Mestizo / Ladino,El Salvador,Guatemala,Ignorado,Post Grado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Villa Nueva,Marzo,2016.0,17.0,Febrero,Guatemala,Villa Nueva,30.0,26.0,Mestizo / Ladino,Mestizo / Ladino,El Salvador,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2017.0,19.0,Diciembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,El Salvador,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Noviembre,2016.0,13.0,Abril,Sacatepequez,Antigua Guatemala,44.0,Ignorado,Mestizo / Ladino,Ignorado,El Salvador,Guatemala,Universitario,Ignorado,Profesionales de nivel medio en operaciones financieras y administrativas,Ignorado
Escuintla,La Democracia,Febrero,2017.0,21.0,Noviembre,Escuintla,La Democracia,Ignorado,Ignorado,Mestizo / Ladino,Ignorado,El Salvador,Guatemala,Diversificado,Ignorado,No especificado en otro grupo,Ignorado
Chiquimula,Ipala,Diciembre,2016.0,3.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,El Salvador,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Chiquimula,Quetzaltepeque,Agosto,2016.0,1.0,Abril,Chiquimula,Quetzaltepeque,Ignorado,Ignorado,Ignorado,Ignorado,El Salvador,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado
Guatemala,Guatemala,Septiembre,2016.0,6.0,Julio,Guatemala,Guatemala,51.0,42.0,Ignorado,Mestizo / Ladino,Alemania,Guatemala,Ignorado,Universitario,Ignorado,Directores administradores y comerciales
Guatemala,Guatemala,Marzo,2017.0,22.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Alemania,Guatemala,Ignorado,Ignorado,Artesanos y operarios de las artes gráficas,Trabajadores de los servicios personales
Guatemala,Guatemala,Febrero,2017.0,21.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Alemania,El Salvador,Ignorado,Ignorado,"Profesionales en derecho, en ciencias sociales y culturales",No especificado en otro grupo
Guatemala,Guatemala,Marzo,2017.0,29.0,Noviembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Alemania,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,No especificado en otro grupo
Guatemala,Guatemala,Febrero,2017.0,16.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Directores administradores y comerciales
Guatemala,Guatemala,Febrero,2017.0,22.0,Septiembre,Guatemala,Guatemala,58.0,52.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Post Grado,Diversificado,Especialistas en organización de la administración publica y de empresas,Directores administradores y comerciales
Guatemala,Guatemala,Mayo,2016.0,22.0,Marzo,Guatemala,Guatemala,34.0,35.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Universitario,"Profesionales en derecho, en ciencias sociales y culturales",Directores administradores y comerciales
Jutiapa,Jutiapa,Noviembre,2016.0,13.0,Septiembre,Jutiapa,Jutiapa,32.0,35.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Universitario,Profesionales de nivel medio en operaciones financieras y administrativas,Directores administradores y comerciales
Guatemala,Villa Nueva,Agosto,2016.0,20.0,Julio,Guatemala,Guatemala,34.0,33.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de nivel medio en operaciones financieras y administrativas,Directores administradores y comerciales
Guatemala,Guatemala,Julio,2016.0,30.0,Mayo,Guatemala,Guatemala,53.0,44.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Universitario,"Profesionales de nivel medio de servicios jurídicos, sociales, culturales y afines",Directores administradores y comerciales
Quetzaltenango,Quetzaltenango,Julio,2016.0,27.0,Abril,Quetzaltenango,Quetzaltenango,52.0,59.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Diversificado,Empleados contables y encargados del registro de materiales,Directores administradores y comerciales
Guatemala,Guatemala,Junio,2016.0,14.0,Enero,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,No especificado en otro grupo,Directores administradores y comerciales
Guatemala,Guatemala,Febrero,2017.0,3.0,Noviembre,Guatemala,Guatemala,Ignorado,41.0,Ignorado,Mestizo / Ladino,Guatemala,Guatemala,Ignorado,Diversificado,No especificado en otro grupo,Directores administradores y comerciales
Guatemala,Villa Nueva,Mayo,2016.0,5.0,Febrero,Huehuetenango,Huehuetenango,Ignorado,42.0,Ignorado,Mestizo / Ladino,Guatemala,Guatemala,Ignorado,Diversificado,Ignorado,Directores administradores y comerciales
Guatemala,Guatemala,Mayo,2016.0,14.0,Abril,Quetzaltenango,Quetzaltenango,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Diversificado,Oficiales de las fuerzas armadas,Profesionales de la enseñanza
Guatemala,Guatemala,Septiembre,2016.0,28.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Otros miembros de las fuerzas armadas,Profesionales de la enseñanza
Quiche,Ixcán,Enero,2017.0,24.0,Junio,Guatemala,San Juan Sacatepéquez,31.0,28.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Diversificado,Otros miembros de las fuerzas armadas,Profesionales de la enseñanza
Guatemala,Guatemala,Septiembre,2016.0,12.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Universitario,Oficiales de las fuerzas armadas,"Profesionales en derecho, en ciencias sociales y culturales"
Guatemala,Guatemala,Junio,2016.0,8.0,Febrero,Guatemala,Mixco,37.0,39.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Profesionales de la salud
Guatemala,Guatemala,Febrero,2017.0,5.0,Septiembre,Guatemala,Guatemala,34.0,34.0,Ignorado,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Profesionales de la salud
Guatemala,Guatemala,Mayo,2017.0,28.0,Enero,Guatemala,Mixco,48.0,44.0,Ignorado,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Universitario,"Directores ejecutivos, personal directivo de administración pública, miembros del poder ejecutivo y cuerpos legislativos",Profesionales de tecnología de la información y las comunicaciones
Guatemala,Guatemala,Mayo,2016.0,15.0,Marzo,Guatemala,Guatemala,42.0,32.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Quetzaltenango,Quetzaltenango,Diciembre,2016.0,29.0,Septiembre,Quetzaltenango,Quetzaltenango,59.0,49.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de las ciencias y de la ingeniería
Alta Verapaz,Cobán,Junio,2016.0,9.0,Marzo,Alta Verapaz,Cobán,48.0,42.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Diciembre,2016.0,4.0,Octubre,Guatemala,Santa Catarina Pinula,46.0,45.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Universitario,Profesionales de la enseñanza,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Octubre,2016.0,8.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Marzo,2017.0,24.0,Noviembre,Guatemala,Guatemala,28.0,32.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Diciembre,2016.0,26.0,Octubre,Guatemala,Guatemala,37.0,35.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,"Profesionales en derecho, en ciencias sociales y culturales",Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Marzo,2017.0,10.0,Junio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Septiembre,2016.0,12.0,Agosto,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Diciembre,2016.0,16.0,Noviembre,Guatemala,Guatemala,30.0,30.0,Mestizo / Ladino,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Febrero,2017.0,20.0,Diciembre,Solola,Panajachel,31.0,31.0,Maya,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la enseñanza,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Febrero,2017.0,29.0,Noviembre,Guatemala,Guatemala,44.0,42.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Especialistas en organización de la administración publica y de empresas,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Abril,2016.0,22.0,Febrero,Guatemala,Guatemala,34.0,32.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,"Profesionales en derecho, en ciencias sociales y culturales",Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Diciembre,2016.0,29.0,Septiembre,Guatemala,Santa Catarina Pinula,46.0,52.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Marzo,2017.0,3.0,Octubre,Guatemala,Guatemala,58.0,45.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Diversificado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Octubre,2016.0,19.0,Septiembre,Guatemala,Guatemala,Ignorado,Ignorado,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Septiembre,2016.0,12.0,Julio,Guatemala,San José Pinula,44.0,34.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Especialistas en organización de la administración publica y de empresas,Profesionales de las ciencias y de la ingeniería
Guatemala,Guatemala,Marzo,2016.0,27.0,Enero,Sacatepequez,San Lucas Sacatepéquez,39.0,29.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Diversificado,"Profesionales en derecho, en ciencias sociales y culturales",Profesionales de las ciencias y de la ingeniería
Quetzaltenango,Coatepeque,Noviembre,2016.0,13.0,Octubre,Quetzaltenango,Coatepeque,45.0,47.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Guatemala,Guatemala,Diciembre,2016.0,22.0,Noviembre,Guatemala,Amatitlán,34.0,34.0,Maya,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Septiembre,2016.0,17.0,Junio,Guatemala,Fraijanes,29.0,33.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Septiembre,2016.0,15.0,Junio,Guatemala,Guatemala,31.0,33.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Julio,2016.0,13.0,Abril,Sacatepequez,Santa Lucía Milpas Altas,47.0,51.0,Ignorado,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Villa Canales,Junio,2016.0,9.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Escuintla,San Vicente Pacaya,Mayo,2016.0,19.0,Febrero,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Guatemala,Guatemala,Febrero,2017.0,20.0,Julio,Guatemala,Guatemala,35.0,34.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Huehuetenango,Huehuetenango,Octubre,2016.0,25.0,Agosto,Huehuetenango,Huehuetenango,47.0,36.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Huehuetenango,Huehuetenango,Febrero,2016.0,18.0,Enero,Guatemala,Guatemala,35.0,35.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Chiquimula,Chiquimula,Noviembre,2016.0,7.0,Junio,Chiquimula,Chiquimula,31.0,29.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la salud
Guatemala,Guatemala,Marzo,2016.0,3.0,Febrero,Guatemala,Guatemala,31.0,30.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Chiquimula,Ipala,Marzo,2017.0,17.0,Octubre,Jutiapa,El Progreso,40.0,40.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Guatemala,Guatemala,Agosto,2016.0,16.0,Junio,Guatemala,Mixco,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la salud,Profesionales de la salud
Quetzaltenango,Quetzaltenango,Abril,2016.0,10.0,Febrero,Quetzaltenango,Quetzaltenango,31.0,31.0,Maya,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la salud
Sacatepequez,San Lucas Sacatepéquez,Enero,2017.0,8.0,Diciembre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la enseñanza,Profesionales de la salud
Guatemala,Guatemala,Noviembre,2016.0,3.0,Octubre,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Universitario,Universitario,Profesionales de las ciencias y de la ingeniería,Profesionales de la salud
Izabal,Puerto Barrios,Julio,2016.0,13.0,Abril,Izabal,Puerto Barrios,45.0,46.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Universitario,Profesionales de la enseñanza,Profesionales de la enseñanza
Izabal,Morales,Octubre,2016.0,23.0,Agosto,Izabal,Morales,33.0,27.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Santa Rosa,Cuilapa,Julio,2016.0,7.0,Julio,Santa Rosa,Barberena,49.0,40.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Diversificado,Profesionales de las ciencias y de la ingeniería,Profesionales de la enseñanza
Chimaltenango,Chimaltenango,Julio,2016.0,23.0,Mayo,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de la enseñanza
Guatemala,Guatemala,Octubre,2016.0,20.0,Julio,El Progreso,Morazán,35.0,28.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Diversificado,Profesionales de las ciencias y de la ingeniería,Profesionales de la enseñanza
Guatemala,San Pedro Sacatepéquez,Abril,2016.0,22.0,Enero,Guatemala,Guatemala,50.0,52.0,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de las ciencias y de la ingeniería,Profesionales de la enseñanza
Guatemala,Guatemala,Diciembre,2016.0,24.0,Octubre,Guatemala,Villa Nueva,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la salud,Profesionales de la enseñanza
Peten,Flores,Agosto,2016.0,5.0,Julio,Peten,Sayaxché,31.0,27.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Universitario,Universitario,Profesionales de la salud,Profesionales de la enseñanza
Santa Rosa,Cuilapa,Diciembre,2016.0,5.0,Agosto,Santa Rosa,Santa María Ixhuatán,33.0,34.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Alta Verapaz,Cobán,Diciembre,2016.0,19.0,Octubre,Alta Verapaz,Cobán,Ignorado,Ignorado,Maya,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Suchitepequez,Mazatenango,Noviembre,2016.0,29.0,Septiembre,Suchitepequez,Samayac,51.0,Ignorado,Mestizo / Ladino,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la enseñanza,Profesionales de la enseñanza
Guatemala,Guatemala,Octubre,2016.0,22.0,Julio,Guatemala,Guatemala,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la enseñanza,Profesionales de la enseñanza
San Marcos,San Marcos,Septiembre,2016.0,12.0,Enero,San Marcos,San Marcos,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Jalapa,Jalapa,Septiembre,2016.0,18.0,Agosto,Jalapa,Jalapa,44.0,43.0,Ignorado,Mestizo / Ladino,Guatemala,Guatemala,Ignorado,Universitario,Profesionales de la enseñanza,Profesionales de la enseñanza
Guatemala,Villa Nueva,Septiembre,2016.0,13.0,Junio,Guatemala,Villa Nueva,29.0,28.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la enseñanza,Profesionales de la enseñanza
Huehuetenango,Huehuetenango,Septiembre,2016.0,22.0,Julio,Huehuetenango,Chiantla,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la enseñanza,Profesionales de la enseñanza
Santa Rosa,Chiquimulilla,Agosto,2016.0,19.0,Julio,Santa Rosa,Chiquimulilla,31.0,32.0,Mestizo / Ladino,Mestizo / Ladino,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Quetzaltenango,Ostuncalco,Agosto,2016.0,16.0,Junio,Quetzaltenango,Ostuncalco,30.0,25.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Quiche,Sacapulas,Agosto,2016.0,21.0,Junio,Quiche,Sacapulas,31.0,29.0,Maya,Maya,Guatemala,Guatemala,Diversificado,Diversificado,Profesionales de la enseñanza,Profesionales de la enseñanza
Quetzaltenango,Quetzaltenango,Agosto,2016.0,30.0,Junio,Suchitepequez,Samayac,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la enseñanza,Profesionales de la enseñanza
Izabal,Los Amates,Agosto,2016.0,22.0,Julio,Izabal,Los Amates,Ignorado,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Ignorado,Ignorado,Profesionales de la enseñanza,Profesionales de la enseñanza
Chiquimula,Ipala,Agosto,2016.0,9.0,Mayo,Chiquimula,Ipala,38.0,Ignorado,Ignorado,Ignorado,Guatemala,Guatemala,Diversificado,Ignorado,Profesionales de la enseñanza,Profesionales de la enseñanza
